,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.9938694928200191,7.0,0.022954664934398936,6.0,0.03550932359163039,11.0,5.533333333333333
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.35000013523911017,27.0,0.02814169857866751,2.0,0.02575603400534754,21.0,10.066666666666666
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.023454302445846814,5.0,0.0794701654908867,1.0,15.733333333333333
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.01468048342536342,25.0,0.03203082855417416,16.0,17.733333333333334
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.021573049791124427,8.0,0.02919630125488215,17.0,18.8
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.18484291985309292,42.0,0.021055094740340397,11.0,0.022133771893389165,25.0,19.866666666666667
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107346901910042,3.0,0.007827053941700964,59.0,0.01832156171910526,31.0,20.333333333333332
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.021859791943460428,7.0,0.010975561345619944,41.0,20.8
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.807448700769489,13.0,0.009363544146691822,52.0,0.0,82.0,21.533333333333335
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.01100668378147182,41.0,0.009335800206651035,44.0,24.933333333333334
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.013599886073012856,28.0,0.04071559536229685,8.0,25.6
POE11,1.4106574694854468,22.0,0.20977011494252884,20.0,0.0,56.0,0.018248395589666733,14.0,0.021148394254951297,26.0,27.733333333333334
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8027995247040074,14.0,0.002520064220956107,83.0,0.0006682084811775457,63.0,28.133333333333333
POE29.SORBITAN,1.3691474354133608,23.0,0.2057471264367816,22.0,0.2666802265098098,33.0,0.021138594118730633,10.0,0.0,82.0,30.866666666666667
POE30.SORBITAN,1.367913412793862,24.0,0.20560344827586197,23.0,1.0713186010240996,5.0,0.0035240937453521327,79.0,0.0046532823688332225,52.0,31.0
POE19,1.468037625118468,17.0,0.2152298850574712,14.0,0.0,56.0,0.01135154505439416,39.0,0.006560224242363244,48.0,31.066666666666666
POE18,1.3368605379508773,28.0,0.20258620689655182,25.0,0.09087342565640627,50.0,0.014438798605700288,26.0,0.02027678336239247,28.0,31.333333333333332
POE21.SORBITAN,1.4652434662959692,18.0,0.21494252873563213,15.5,0.13233210108485313,45.0,0.016832713916432245,19.0,0.0,82.0,31.4
