,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9761643422658872,3.0,0.2633195148165208,2.0,0.4391786497070593,14.0,0.026860996657374785,6.0,0.04781370765961879,7.0,5.866666666666666
POE15,2.0211128780200776,1.0,0.26700445263319517,1.0,0.0,41.0,0.01806663080682739,18.0,0.045825734670509766,8.0,12.2
POE17,1.7240707936461481,6.0,0.24182404421925385,4.0,0.0,41.0,0.020322647218240873,14.0,0.07905288295819801,2.0,13.0
POE12,1.6348076035988202,9.0,0.23384001228312612,6.0,0.0,41.0,0.0340691797188258,1.0,0.040661659546151085,11.0,13.8
POE30.C18,1.7722045677417937,5.0,0.23199754337478895,8.0,0.4919354855944698,12.0,0.030819433180937654,2.0,0.0,78.5,16.6
POE35.SORBITAN,1.6449710276795504,8.0,0.23184400429909413,9.0,0.275594097821458,20.0,0.02139100922959647,12.0,0.0036957673053206186,50.0,16.8
POE13,1.7067215984338138,7.0,0.2402886534623061,5.0,0.0,41.0,0.028366157348895537,4.0,0.009229574147278319,42.0,17.533333333333335
POE31.C18,1.9794472295348549,2.0,0.23230462152617837,7.0,0.4890064160759043,13.0,0.015439125495852182,23.0,0.0,78.5,18.533333333333335
POE24.SORBITAN,1.4891046858908572,13.0,0.22032857362198688,12.0,0.0,41.0,0.02128748739727514,13.0,0.01871000941479828,27.0,20.2
POE16,1.9724415930199957,4.0,0.2630124366651312,3.0,0.0,41.0,0.012723146728797872,30.0,0.005617969495168351,47.0,20.333333333333332
POE26.SORBITAN,1.4601266476529067,17.0,0.217564870259481,15.0,0.0,41.0,0.024696236597886608,7.0,0.02347687875783122,23.0,20.733333333333334
POE19,1.5020703833832207,11.0,0.221556886227545,11.0,0.0,41.0,0.012987855292348487,29.0,0.0063945695640499345,46.0,24.066666666666666
POE11,1.381093389650722,25.0,0.20988791647474292,23.5,0.0,41.0,0.01864790881412027,15.0,0.028722448794263222,21.0,25.933333333333334
POE24.C16,1.2691666486075994,32.0,0.1979118685705512,30.0,0.20110423255673013,23.0,0.023454359911670896,10.0,0.01257745624318396,36.0,27.266666666666666
POE22.SORBITAN,1.5760605186781178,10.0,0.2284661446338092,10.0,0.0,41.0,0.01204311675425246,32.0,0.0,78.5,28.266666666666666
POE30.SORBITAN,1.4049158049863086,21.0,0.21219100261016433,20.0,0.5665215442140948,7.0,0.008382748743030086,50.0,0.0,78.5,29.466666666666665
POE18,1.3873367203999298,24.0,0.21050207277752198,22.0,0.0,41.0,0.00892661027805775,45.0,0.022432603459950018,24.0,29.666666666666668
