Model,CV_AUC,CV_std,Val_AUC,Sensitivity,Specificity
Logistic (L2),0.6049465240641712,0.06906172639650611,0.589622641509434,1.0,0.3113207547169811
Logistic (L1),0.6375954927425516,0.06159433529591606,0.5648584905660378,1.0,0.32075471698113206
SVM Linear,0.5951235039470333,0.05387800092423753,0.5389150943396226,0.5,0.7358490566037735
SVM RBF,0.6107270180799592,0.04901339256646738,0.5259433962264151,0.75,0.4056603773584906
Random Forest,0.6069455054749172,0.08589180274656882,0.5448113207547169,0.75,0.42452830188679247
Gradient Boosting,0.5827380952380953,0.15701348570632584,0.5283018867924528,0.875,0.39622641509433965
XGBoost,0.5946683218742043,0.08644863886987478,0.5807783018867925,1.0,0.2830188679245283
