,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9761643422658872,3.0,0.2633195148165208,2.0,0.438874447150006,14.0,0.014262028879258929,26.0,0.04781370765961879,4.0,8.133333333333333
POE31.C18,1.9794472295348549,2.0,0.23230462152617837,7.0,0.4890380738084334,13.0,0.02807319085013456,1.0,0.008970045253042347,47.0,11.4
POE15,2.0211128780200776,1.0,0.26700445263319517,1.0,0.0,41.0,0.015503913352289489,22.0,0.045825734670509766,5.0,12.333333333333334
POE17,1.7240707936461481,6.0,0.24182404421925385,4.0,0.0,41.0,0.01860574697387249,14.0,0.07905288295819801,1.0,12.866666666666667
POE12,1.6348076035988202,9.0,0.23384001228312612,6.0,0.0,41.0,0.027568492609222058,3.0,0.040661659546151085,7.0,13.533333333333333
POE16,1.9724415930199957,4.0,0.2630124366651312,3.0,0.0,41.0,0.01779418577060314,15.0,0.005617969495168351,51.0,18.866666666666667
POE30.C18,1.7722045677417937,5.0,0.23199754337478895,8.0,0.49191899120707644,12.0,0.015931438500270265,20.0,0.0,77.5,18.866666666666667
POE19,1.5020703833832207,11.0,0.221556886227545,11.0,0.0,41.0,0.025516508901478805,4.0,0.0063945695640499345,50.0,21.266666666666666
POE24.SORBITAN,1.4891046858908572,13.0,0.22032857362198688,12.0,0.0,41.0,0.013326869490584889,31.0,0.01871000941479828,25.0,22.333333333333332
POE35.SORBITAN,1.6449710276795504,8.0,0.23184400429909413,9.0,0.275903254523319,20.0,0.013338031233263756,30.0,0.0,77.5,22.866666666666667
POE13,1.7067215984338138,7.0,0.2402886534623061,5.0,0.0,41.0,0.011104677566411142,43.0,0.009229574147278319,46.0,23.266666666666666
POE11,1.381093389650722,25.0,0.20988791647474292,23.5,0.0,41.0,0.021272604815838408,9.0,0.028722448794263222,12.0,23.933333333333334
POE30.SORBITAN,1.4049158049863086,21.0,0.21219100261016433,20.0,0.5665333367562967,7.0,0.018705608110863883,12.0,0.0,77.5,24.266666666666666
POE26.SORBITAN,1.4601266476529067,17.0,0.217564870259481,15.0,0.0,41.0,0.011374122688535136,40.0,0.02347687875783122,17.0,24.333333333333332
POE36.SORBITAN,1.4808624071431047,15.0,0.21418701059419631,16.0,0.5047770512055307,10.0,0.004051329424905479,79.0,0.010761911675387204,43.0,26.533333333333335
POE20.SORBITAN,1.4870921058430726,14.0,0.22002149547059724,13.0,0.0,41.0,0.016083828193294562,19.0,0.0,77.5,28.266666666666666
POE18,1.3873367203999298,24.0,0.21050207277752198,22.0,0.0,41.0,0.011197911246906937,42.0,0.022432603459950018,18.0,28.466666666666665
POE22.SORBITAN,1.5760605186781178,10.0,0.2284661446338092,10.0,0.0,41.0,0.012242492745854575,35.0,0.0,77.5,28.533333333333335
POE27.SORBITAN,1.3178968079179838,28.0,0.20359281437125754,27.0,0.0,41.0,0.021306490745685174,8.0,0.011266717611434274,42.0,29.533333333333335
POE21.SORBITAN,1.419033868540701,19.0,0.21357285429141726,18.0,0.07174881027953228,34.0,0.014775659007209249,24.0,0.0,77.5,30.2
POE24.C16,1.2691666486075994,32.0,0.1979118685705512,30.0,0.2008916064446505,23.0,0.00887172046968919,53.0,0.019889709793301735,22.0,31.133333333333333
POE10,1.2059867789647554,38.0,0.19207738369415006,34.0,0.0,41.0,0.020206714332371905,10.0,0.019618226026872687,23.0,31.8
POE29.SORBITAN,1.4125104284621997,20.0,0.2129586979886382,19.0,0.0,41.0,0.013465101049096572,28.0,0.0,77.5,32.666666666666664
