,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.9927802890251517,7.0,0.02077350146905805,12.0,0.03550932359163039,10.0,6.2
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.02408558590717378,4.0,0.03203082855417416,12.0,14.4
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.02587965015050205,3.0,0.0794701654908867,2.0,15.6
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.807380109274528,13.0,0.015442917273244178,23.0,0.0,81.5,17.6
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.3500429769915764,27.0,0.02139708869348469,9.0,0.0,81.5,19.066666666666666
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.019194993969269658,15.0,0.02919630125488215,17.0,19.733333333333334
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.026720874849754203,2.0,0.010975561345619944,42.0,20.266666666666666
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.02408259204526572,5.0,0.009335800206651035,46.0,20.4
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.18490179039753146,42.0,0.017207117306877212,18.0,0.022133771893389165,22.0,20.4
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8028609403206914,14.0,0.0067036559962373055,60.0,0.013244900742521049,34.0,21.2
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.022425400123654786,7.0,0.04071559536229685,7.0,22.666666666666668
POE15.C16,1.4852449664277463,14.0,0.2089080459770114,21.0,0.19529684208035325,41.0,0.01332009507544169,29.0,0.020845468897050967,25.0,24.733333333333334
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107452529736956,3.0,0.005584150506572806,70.0,0.005333524315180416,56.0,25.133333333333333
POE20.SORBITAN,1.5526557195769268,10.0,0.22298850574712636,10.0,0.0,56.0,0.016591889935413804,20.0,0.009228819890523043,47.0,25.466666666666665
