,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9761643422658872,3.0,0.2633195148165208,2.0,0.43895022621192686,14.0,0.020140066871793295,8.0,0.04781370765961879,6.0,6.0
POE15,2.0211128780200776,1.0,0.26700445263319517,1.0,0.0,41.0,0.025085431408690254,4.0,0.045825734670509766,8.0,10.333333333333334
POE17,1.7240707936461481,6.0,0.24182404421925385,4.0,0.0,41.0,0.02512357956111551,3.0,0.07905288295819801,1.0,11.4
POE12,1.6348076035988202,9.0,0.23384001228312612,6.0,0.0,41.0,0.04120899032633914,1.0,0.040661659546151085,11.0,13.8
POE31.C18,1.9794472295348549,2.0,0.23230462152617837,7.0,0.4890078200389725,13.0,0.006252039351299874,64.0,0.02601389487165373,18.0,15.933333333333334
POE13,1.7067215984338138,7.0,0.2402886534623061,5.0,0.0,41.0,0.02699818339184687,2.0,0.009229574147278319,42.0,17.266666666666666
POE16,1.9724415930199957,4.0,0.2630124366651312,3.0,0.0,41.0,0.018666991892455135,12.0,0.005617969495168351,48.0,18.066666666666666
POE35.SORBITAN,1.6449710276795504,8.0,0.23184400429909413,9.0,0.2756437039072894,20.0,0.014428861277008558,25.0,0.0011600459196565716,52.0,18.8
POE30.C18,1.7722045677417937,5.0,0.23199754337478895,8.0,0.4918940329329737,12.0,0.012334720864754466,35.0,0.0,78.0,20.933333333333334
POE24.SORBITAN,1.4891046858908572,13.0,0.22032857362198688,12.0,0.0,41.0,0.015015001027185004,23.0,0.01871000941479828,28.0,21.666666666666668
POE19,1.5020703833832207,11.0,0.221556886227545,11.0,0.0,41.0,0.01699646093944688,18.0,0.0063945695640499345,46.0,22.6
POE11,1.381093389650722,25.0,0.20988791647474292,23.5,0.0,41.0,0.021396583605586827,6.0,0.028722448794263222,16.0,24.066666666666666
POE30.SORBITAN,1.4049158049863086,21.0,0.21219100261016433,20.0,0.5664945832147892,7.0,0.016632517524251968,19.0,0.0,78.0,25.266666666666666
POE20.SORBITAN,1.4870921058430726,14.0,0.22002149547059724,13.0,0.0,41.0,0.008578149374130529,50.0,0.0223963492612127,25.0,25.4
POE26.SORBITAN,1.4601266476529067,17.0,0.217564870259481,15.0,0.0,41.0,0.009841458425079278,44.0,0.02347687875783122,21.0,25.4
POE36.SORBITAN,1.4808624071431047,15.0,0.21418701059419631,16.0,0.5050748002090416,10.0,0.012151044531668138,36.0,0.0,78.0,25.466666666666665
POE33.SORBITAN,1.4939892140420974,12.0,0.219560878243513,14.0,0.0,41.0,0.008422975940492182,53.0,0.005639855735655841,47.0,28.466666666666665
POE22.SORBITAN,1.5760605186781178,10.0,0.2284661446338092,10.0,0.0,41.0,0.00913469253559584,47.0,0.0,78.0,30.2
POE31.SORBITAN,1.423085293349724,18.0,0.21387993244280668,17.0,0.0,41.0,0.015265670086139447,22.0,0.0,78.0,30.866666666666667
POE27.SORBITAN,1.3178968079179838,28.0,0.20359281437125754,27.0,0.0,41.0,0.01445321097601424,24.0,0.011266717611434274,37.0,31.0
POE23.SORBITAN,1.396742277187308,22.0,0.21142330723169045,21.0,0.0,41.0,0.01829937340583377,15.0,0.0,78.0,32.06666666666667
POE10,1.2059867789647554,38.0,0.19207738369415006,34.0,0.0,41.0,0.019959170075661864,9.0,0.019618226026872687,27.0,32.2
POE24.C16,1.2691666486075994,32.0,0.1979118685705512,30.0,0.20097313302699216,23.0,0.008459303604603438,51.0,0.013239381965789443,35.0,32.6
POE18,1.3873367203999298,24.0,0.21050207277752198,22.0,0.0,41.0,0.005935653461211452,67.0,0.022432603459950018,24.0,32.6
