seed,best_model,best_val_auc,best_sensitivity,best_specificity,best_cv_auc,selected_features
181,SVM Linear,0.6709905660377359,0.5,0.8207547169811321,0.5720206264323912,"POE14, POE15, POE30.C18, POE12, POE17..."
83,SVM RBF,0.6686320754716981,0.875,0.5094339622641509,0.6978323147440795,"POE14, POE15, POE17, POE12, POE31.C18..."
14,SVM Linear,0.6485849056603774,1.0,0.3113207547169811,0.6405239368474663,"POE14, POE15, POE31.C18, POE17, POE12..."
111,SVM Linear,0.6462264150943396,0.375,0.9245283018867925,0.5928889737713267,"POE14, POE17, POE15, POE12, POE31.C18..."
16,SVM Linear,0.6450471698113208,1.0,0.29245283018867924,0.6220651897122486,"POE14, POE15, POE17, POE12, POE16..."
73,SVM RBF,0.6403301886792453,0.875,0.42452830188679247,0.6429812834224599,"POE14, POE30.C18, POE15, POE12, POE17..."
131,Logistic (L2),0.6403301886792453,0.625,0.6698113207547169,0.5940030557677616,"POE14, POE15, POE35.SORBITAN, POE12, POE17..."
187,Logistic (L2),0.6391509433962264,0.875,0.4716981132075472,0.5758562515915457,"POE15, POE14, POE12, POE17, POE13..."
88,SVM RBF,0.6367924528301887,0.875,0.42452830188679247,0.6080309396485867,"POE14, POE31.C18, POE17, POE15, POE12..."
12,Logistic (L2),0.6367924528301887,0.875,0.4528301886792453,0.6254519989814107,"POE14, POE17, POE12, POE15, POE16..."
94,SVM Linear,0.6356132075471698,1.0,0.32075471698113206,0.6386077158135982,"POE14, POE15, POE12, POE17, POE31.C18..."
39,SVM Linear,0.6356132075471698,1.0,0.32075471698113206,0.6692226890756302,"POE14, POE30.C18, POE15, POE17, POE12..."
123,XGBoost,0.6344339622641509,1.0,0.3113207547169811,0.6431213394448688,"POE14, POE15, POE30.C18, POE17, POE12..."
189,SVM Linear,0.6332547169811321,0.375,0.9150943396226415,0.5943818436465496,"POE14, POE15, POE17, POE12, POE30.C18..."
89,SVM Linear,0.6332547169811321,0.375,0.9150943396226415,0.6058759867583396,"POE14, POE17, POE12, POE15, POE35.SORBITAN..."
52,SVM Linear,0.6332547169811321,0.375,0.9150943396226415,0.6060542398777693,"POE14, POE15, POE17, POE12, POE16..."
20,SVM Linear,0.6332547169811321,0.375,0.9150943396226415,0.5870830150241915,"POE14, POE15, POE17, POE31.C18, POE12..."
71,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6191876750700279,"POE14, POE15, POE31.C18, POE35.SORBITAN, POE12..."
42,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6321683218742042,"POE14, POE15, POE17, POE12, POE31.C18..."
47,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6012700534759359,"POE14, POE17, POE15, POE30.C18, POE12..."
54,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6249681690858162,"POE14, POE15, POE12, POE17, POE31.C18..."
56,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6510599694423224,"POE14, POE15, POE17, POE13, POE31.C18..."
70,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6295359052711994,"POE14, POE15, POE17, POE12, POE31.C18..."
121,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6595206264323912,"POE14, POE15, POE17, POE31.C18, POE12..."
95,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.638474025974026,"POE14, POE15, POE17, POE12, POE13..."
120,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.599232874968169,"POE14, POE15, POE17, POE12, POE13..."
103,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6385949834479246,"POE14, POE15, POE31.C18, POE17, POE12..."
75,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6216864018334606,"POE14, POE15, POE17, POE12, POE16..."
154,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6033072319837025,"POE14, POE15, POE12, POE30.C18, POE35.SORBITAN..."
82,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.622819582378406,"POE14, POE15, POE17, POE12, POE31.C18..."
137,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.635749299719888,"POE14, POE15, POE17, POE12, POE31.C18..."
38,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6077794754265342,"POE14, POE15, POE17, POE12, POE16..."
110,Logistic (L2),0.6308962264150944,1.0,0.3113207547169811,0.5765947288006111,"POE14, POE17, POE15, POE12, POE16..."
138,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.603988413547237,"POE14, POE15, POE35.SORBITAN, POE12, POE31.C18..."
101,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.5932072829131654,"POE14, POE15, POE17, POE12, POE31.C18..."
63,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6077922077922079,"POE14, POE15, POE17, POE12, POE31.C18..."
184,SVM RBF,0.6308962264150944,0.875,0.42452830188679247,0.6559428316781257,"POE14, POE15, POE12, POE17, POE30.C18..."
