,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.9945896703684587,7.0,0.030031366938938667,4.0,0.03550932359163039,14.0,5.666666666666667
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107625344322556,3.0,0.014936903489455094,19.0,0.013253174758194985,33.0,15.266666666666667
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.8075661983897279,13.0,0.020173641704615077,11.0,0.0,80.0,15.8
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.02110266246667407,10.0,0.0794701654908867,1.0,16.4
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.014433699026215555,24.0,0.03203082855417416,15.0,17.466666666666665
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.03638869283551776,2.0,0.02919630125488215,17.0,18.0
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.3500278457251788,27.0,0.012587373396282213,30.0,0.0005126871153828816,60.0,19.0
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.030071008643922276,3.0,0.009335800206651035,44.0,19.866666666666667
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.029361517905032223,6.0,0.010975561345619944,40.0,20.533333333333335
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.1848903042777851,42.0,0.014444801200225484,23.0,0.022133771893389165,24.0,21.333333333333332
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8028045961792742,14.0,0.01420440592392682,25.0,0.0,80.0,22.666666666666668
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.027349027864951202,7.0,0.04071559536229685,8.0,22.8
