Model,CV_AUC,CV_std,Val_AUC,Sensitivity,Specificity
Logistic (L2),0.6365769034886682,0.04977088052594187,0.5978773584905661,0.625,0.6792452830188679
Logistic (L1),0.6484434682964094,0.05459801301698924,0.589622641509434,1.0,0.3113207547169811
SVM Linear,0.6388941940412529,0.04820268748106301,0.5341981132075472,0.375,0.8867924528301887
SVM RBF,0.6473357524828114,0.09466926343997184,0.6155660377358491,0.875,0.3867924528301887
Random Forest,0.6538356251591545,0.12271813358919888,0.5341981132075471,0.875,0.33962264150943394
Gradient Boosting,0.5802536923860454,0.14592057945247408,0.5306603773584906,0.875,0.29245283018867924
XGBoost,0.6077985739750446,0.16245685013581093,0.5636792452830188,0.25,0.9622641509433962
