,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9761643422658872,3.0,0.2633195148165208,2.0,0.4392870900304347,14.0,0.027094847451844206,3.0,0.04781370765961879,7.0,5.466666666666667
POE15,2.0211128780200776,1.0,0.26700445263319517,1.0,0.0,41.0,0.0140952873623228,21.0,0.045825734670509766,8.0,12.6
POE12,1.6348076035988202,9.0,0.23384001228312612,6.0,0.0,41.0,0.026919469103721328,4.0,0.040661659546151085,11.0,14.2
POE30.C18,1.7722045677417937,5.0,0.23199754337478895,8.0,0.4919664693879681,12.0,0.012250678986968378,32.0,0.01371325813031854,34.0,14.666666666666666
POE35.SORBITAN,1.6449710276795504,8.0,0.23184400429909413,9.0,0.2754766271823841,20.0,0.019679299933410114,11.0,0.0016189900401173407,59.0,17.866666666666667
POE16,1.9724415930199957,4.0,0.2630124366651312,3.0,0.0,41.0,0.020564169305498935,9.0,0.005617969495168351,51.0,18.066666666666666
POE17,1.7240707936461481,6.0,0.24182404421925385,4.0,0.0,41.0,0.008196022598694085,55.0,0.07905288295819801,1.0,18.333333333333332
POE13,1.7067215984338138,7.0,0.2402886534623061,5.0,0.0,41.0,0.011758360215277581,34.0,0.009229574147278319,40.0,21.266666666666666
POE19,1.5020703833832207,11.0,0.221556886227545,11.0,0.0,41.0,0.024552602729213346,6.0,0.0063945695640499345,49.0,21.4
POE26.SORBITAN,1.4601266476529067,17.0,0.217564870259481,15.0,0.0,41.0,0.018951703926980642,14.0,0.02347687875783122,22.0,21.533333333333335
POE31.C18,1.9794472295348549,2.0,0.23230462152617837,7.0,0.4890130547016591,13.0,0.010044176358657664,48.0,0.0,80.5,22.133333333333333
POE24.SORBITAN,1.4891046858908572,13.0,0.22032857362198688,12.0,0.0,41.0,0.011845312701861963,33.0,0.01871000941479828,28.0,23.0
POE18,1.3873367203999298,24.0,0.21050207277752198,22.0,0.0,41.0,0.03320474878100231,1.0,0.022432603459950018,23.0,23.666666666666668
POE33.SORBITAN,1.4939892140420974,12.0,0.219560878243513,14.0,0.0,41.0,0.015983409993967378,16.0,0.0032688144402353014,53.0,24.333333333333332
POE30.SORBITAN,1.4049158049863086,21.0,0.21219100261016433,20.0,0.5665204199532257,7.0,0.01472551753354888,18.0,0.0,80.5,25.466666666666665
POE20.SORBITAN,1.4870921058430726,14.0,0.22002149547059724,13.0,0.0,41.0,0.011251139260206346,39.0,0.009072173437037145,42.0,26.2
POE36.SORBITAN,1.4808624071431047,15.0,0.21418701059419631,16.0,0.5051834230021663,10.0,0.005152809535222263,74.0,0.00303683554935974,54.0,27.333333333333332
POE24.C16,1.2691666486075994,32.0,0.1979118685705512,30.0,0.20119208881247413,23.0,0.018909318639958823,15.0,0.010954377960339823,37.0,28.066666666666666
POE11,1.381093389650722,25.0,0.20988791647474292,23.5,0.0,41.0,0.01174827749580614,35.0,0.028722448794263222,17.0,28.066666666666666
POE22.SORBITAN,1.5760605186781178,10.0,0.2284661446338092,10.0,0.0,41.0,0.01044247939143057,44.0,0.0,80.5,30.133333333333333
POE21.SORBITAN,1.419033868540701,19.0,0.21357285429141726,18.0,0.07184110378063804,34.0,0.0139721906634671,22.0,0.0,80.5,30.333333333333332
POE10,1.2059867789647554,38.0,0.19207738369415006,34.0,0.0,41.0,0.022082354860277546,7.0,0.019618226026872687,26.0,31.8
POE30.C16,1.465771403159907,16.0,0.17979425763856893,45.0,0.0,41.0,0.019380109666438182,13.0,0.0068754248120266315,46.0,32.333333333333336
POE28.SORBITAN,1.3042221236794818,30.0,0.2022109626900046,29.0,0.03596699690732174,38.0,0.013865149697878132,24.0,0.003802196582056494,52.0,33.46666666666667
POE23.SORBITAN,1.396742277187308,22.0,0.21142330723169045,21.0,0.0,41.0,0.01306000544890305,29.0,0.0,80.5,34.266666666666666
POE12.ISOSORBITAN,1.1569254212615068,41.0,0.18347919545524327,41.0,0.11308020410504135,30.0,0.011199415543616198,40.0,0.039618153524296096,12.0,34.8
POE20,1.1943326093776585,39.0,0.19084907108859195,35.0,0.0,41.0,0.015243411352666554,17.0,0.012174657138092737,35.0,34.86666666666667
POE18.C16,1.240621220448149,35.0,0.1936127744510978,33.0,0.0,41.0,0.013613805779725176,26.0,0.00776903952777297,44.0,35.666666666666664
POE29.SORBITAN,1.4125104284621997,20.0,0.2129586979886382,19.0,0.0,41.0,0.009460281380158126,51.0,0.0,80.5,36.13333333333333
POE18.SORBITAN,1.3947212340035846,23.0,0.20988791647474292,23.5,0.0,41.0,0.011494208394779897,38.0,0.0,80.5,36.4
POE31.SORBITAN,1.423085293349724,18.0,0.21387993244280668,17.0,0.0,41.0,0.0064217115016075126,65.0,0.0,80.5,36.93333333333333
POE27.SORBITAN,1.3178968079179838,28.0,0.20359281437125754,27.0,0.0,41.0,0.005850670322763546,70.0,0.011266717611434274,36.0,37.0
POE23,1.1472340306537219,44.0,0.1857822815906649,38.0,0.0,41.0,0.020434516497551684,10.0,0.006513817259795385,48.0,37.8
POE21.C16,1.154146494651124,43.0,0.1859358206663595,37.0,0.5078318104042473,9.0,0.012989840641484335,30.0,0.0,80.5,37.86666666666667
POE25.C18,1.1063973257689181,48.0,0.18132964839551668,43.0,0.5687222179748077,5.0,0.006194414933292959,67.0,0.014523445479422081,32.0,38.46666666666667
POE34.SORBITAN,1.3505962366271547,26.0,0.20466758790112083,26.0,0.0,41.0,0.010424064712987608,46.0,0.0,80.5,38.93333333333333
POE21,1.1086509857086069,47.0,0.1816367265469061,42.0,0.0,41.0,0.014170195941920517,20.0,0.013739281900479128,33.0,39.0
