seed,best_model,best_val_auc,best_sensitivity,best_specificity,best_cv_auc,selected_features
183,SVM Linear,0.7169811320754716,0.875,0.5566037735849056,0.6612815126050421,"POE14, POE15, POE17, POE25.C18, POE12..."
166,SVM Linear,0.714622641509434,0.875,0.5377358490566038,0.6182142857142857,"POE14, POE31.C18, POE15, POE17, POE30.C18..."
77,SVM Linear,0.705188679245283,0.75,0.6226415094339622,0.654873949579832,"POE14, POE30.C18, POE15, POE17, POE31.C18..."
131,Logistic (L2),0.6580188679245284,0.75,0.6132075471698113,0.6232352941176471,"POE14, POE30.C18, POE15, POE25.C18, POE17..."
73,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6274789915966386,"POE14, POE30.C18, POE17, POE15, POE12..."
119,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.5988865546218488,"POE14, POE31.C18, POE15, POE17, POE35.SORBITAN..."
33,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.549453781512605,"POE14, POE31.C18, POE25.C18, POE15, POE35.SORBITAN..."
37,SVM Linear,0.6521226415094339,1.0,0.32075471698113206,0.6416176470588236,"POE14, POE15, POE17, POE25.C18, POE35.SORBITAN..."
156,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.5509663865546217,"POE14, POE25.C18, POE15, POE17, POE30.C18..."
127,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.5985294117647059,"POE14, POE30.C18, POE31.C18, POE15, POE17..."
153,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.5566806722689076,"POE30.C18, POE14, POE15, POE17, POE12..."
149,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6256302521008403,"POE14, POE15, POE17, POE35.SORBITAN, POE12..."
129,SVM Linear,0.6521226415094339,1.0,0.32075471698113206,0.6609453781512605,"POE14, POE31.C18, POE17, POE15, POE25.C18..."
69,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6359663865546218,"POE14, POE25.C18, POE30.C18, POE15, POE17..."
55,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6303781512605043,"POE14, POE31.C18, POE15, POE30.C18, POE25.C18..."
63,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6333613445378152,"POE14, POE31.C18, POE35.SORBITAN, POE17, POE15..."
118,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6258613445378152,"POE14, POE25.C18, POE15, POE30.C18, POE12..."
136,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.637373949579832,"POE14, POE15, POE30.C18, POE25.C18, POE12..."
12,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6385504201680672,"POE14, POE15, POE17, POE30.C18, POE24.SORBITAN..."
112,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6379621848739496,"POE14, POE31.C18, POE15, POE35.SORBITAN, POE17..."
196,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.6090126050420168,"POE14, POE35.SORBITAN, POE15, POE30.C18, POE31.C18..."
13,SVM Linear,0.6521226415094339,1.0,0.32075471698113206,0.6310504201680672,"POE14, POE15, POE31.C18, POE17, POE30.C18..."
105,SVM Linear,0.6521226415094339,1.0,0.3113207547169811,0.5664285714285714,"POE14, POE31.C18, POE15, POE17, POE30.C18..."
46,XGBoost,0.6485849056603774,0.5,0.8584905660377359,0.586123949579832,"POE14, POE31.C18, POE15, POE17, POE30.C18..."
21,SVM Linear,0.6474056603773585,1.0,0.29245283018867924,0.659390756302521,"POE14, POE31.C18, POE25.C18, POE15, POE17..."
15,Logistic (L2),0.6438679245283019,0.75,0.5943396226415094,0.6267857142857143,"POE14, POE31.C18, POE25.C18, POE15, POE17..."
48,XGBoost,0.6420990566037735,1.0,0.4056603773584906,0.5754306722689077,"POE14, POE30.C18, POE15, POE17, POE12..."
161,SVM RBF,0.6285377358490566,0.875,0.44339622641509435,0.6127100840336135,"POE14, POE31.C18, POE17, POE12, POE15..."
125,Logistic (L2),0.6261792452830188,0.875,0.46226415094339623,0.623109243697479,"POE14, POE31.C18, POE17, POE15, POE25.C18..."
66,Logistic (L2),0.6261792452830188,0.875,0.46226415094339623,0.6078571428571429,"POE14, POE31.C18, POE30.C18, POE15, POE17..."
111,Logistic (L2),0.6261792452830188,0.875,0.46226415094339623,0.623046218487395,"POE14, POE25.C18, POE15, POE17, POE30.C18..."
40,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.6666596638655462,"POE14, POE15, POE17, POE12, POE31.C18..."
93,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.6643067226890758,"POE14, POE15, POE30.C18, POE17, POE31.C18..."
51,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.6962394957983192,"POE14, POE30.C18, POE35.SORBITAN, POE17, POE31.C18..."
135,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.6144537815126051,"POE30.C18, POE14, POE15, POE31.C18, POE12..."
54,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.6538865546218487,"POE14, POE17, POE15, POE30.C18, POE31.C18..."
49,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.67,"POE14, POE31.C18, POE17, POE30.C18, POE35.SORBITAN..."
165,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.6070588235294118,"POE14, POE35.SORBITAN, POE30.C18, POE15, POE17..."
28,SVM RBF,0.6226415094339622,0.875,0.42452830188679247,0.6821008403361344,"POE14, POE25.C18, POE15, POE31.C18, POE30.C18..."
120,Logistic (L2),0.6214622641509434,0.875,0.4528301886792453,0.588655462184874,"POE14, POE15, POE17, POE25.C18, POE12..."
117,Logistic (L2),0.6155660377358491,0.75,0.5660377358490566,0.6377310924369749,"POE14, POE30.C18, POE25.C18, POE15, POE17..."
123,Logistic (L2),0.6155660377358491,0.625,0.6792452830188679,0.6530882352941176,"POE14, POE25.C18, POE30.C18, POE15, POE17..."
36,Logistic (L2),0.6108490566037736,0.75,0.5377358490566038,0.6292016806722689,"POE14, POE15, POE30.C18, POE17, POE12..."
108,Logistic (L2),0.6084905660377359,0.75,0.5754716981132075,0.5710084033613446,"POE14, POE30.C18, POE15, POE17, POE31.C18..."
34,Logistic (L2),0.6084905660377359,0.75,0.5754716981132075,0.5971848739495799,"POE14, POE35.SORBITAN, POE15, POE17, POE25.C18..."
103,SVM RBF,0.6073113207547169,0.875,0.41509433962264153,0.6020588235294116,"POE14, POE30.C18, POE15, POE17, POE25.C18..."
116,SVM RBF,0.6073113207547169,0.875,0.41509433962264153,0.6295168067226891,"POE14, POE31.C18, POE30.C18, POE17, POE35.SORBITAN..."
134,SVM RBF,0.6073113207547169,0.875,0.41509433962264153,0.5997058823529413,"POE14, POE15, POE17, POE30.C18, POE31.C18..."
