seed,best_model,best_val_auc,best_sensitivity,best_specificity,best_cv_auc,selected_features
18,SVM Linear,0.7074274558523382,0.7796610169491526,0.5863874345549738,0.5984033613445379,"POE14, POE25.C18, POE17, POE31.C18, POE12..."
72,SVM Linear,0.7002395953500754,0.7966101694915254,0.5392670157068062,0.588529411764706,"POE14, POE25.C18, POE15, POE30.C18, POE17..."
61,SVM Linear,0.7002395953500754,0.7966101694915254,0.5392670157068062,0.6325000000000001,"POE14, POE35.SORBITAN, POE25.C18, POE15, POE30.C18..."
40,SVM Linear,0.7002395953500754,0.7966101694915254,0.5392670157068062,0.6290756302521008,"POE14, POE31.C18, POE35.SORBITAN, POE30.C18, POE15..."
28,SVM Linear,0.7002395953500754,0.7966101694915254,0.5392670157068062,0.6107142857142858,"POE14, POE17, POE25.C18, POE30.C18, POE35.SORBITAN..."
38,SVM Linear,0.7002395953500754,0.7966101694915254,0.5392670157068062,0.5923319327731094,"POE14, POE15, POE30.C18, POE17, POE12..."
24,SVM Linear,0.6987310320347857,0.8305084745762712,0.4973821989528796,0.6317436974789916,"POE14, POE30.C18, POE15, POE17, POE12..."
84,SVM Linear,0.6937616469961843,0.8135593220338984,0.518324607329843,0.6138865546218487,"POE30.C18, POE14, POE15, POE17, POE25.C18..."
86,SVM Linear,0.6917206495696159,0.8305084745762712,0.5235602094240838,0.6271218487394957,"POE14, POE25.C18, POE30.C18, POE17, POE12..."
41,SVM Linear,0.6917206495696159,0.8305084745762712,0.5235602094240838,0.663466386554622,"POE14, POE25.C18, POE15, POE12, POE30.C18..."
4,SVM Linear,0.6917206495696159,0.8305084745762712,0.5235602094240838,0.6347268907563025,"POE14, POE31.C18, POE35.SORBITAN, POE15, POE30.C18..."
90,SVM Linear,0.6909219984026977,0.7966101694915254,0.5340314136125655,0.6082563025210084,"POE14, POE30.C18, POE17, POE12, POE35.SORBITAN..."
81,SVM Linear,0.6866625255124679,0.8305084745762712,0.5026178010471204,0.5774579831932773,"POE14, POE30.C18, POE31.C18, POE15, POE17..."
6,SVM Linear,0.6866625255124679,0.8305084745762712,0.5026178010471204,0.5996008403361345,"POE14, POE30.C18, POE15, POE17, POE31.C18..."
46,SVM Linear,0.6866625255124679,0.8305084745762712,0.5026178010471204,0.5618067226890757,"POE14, POE15, POE30.C18, POE17, POE12..."
70,SVM Linear,0.6866625255124679,0.8305084745762712,0.5026178010471204,0.6048949579831934,"POE14, POE30.C18, POE17, POE15, POE35.SORBITAN..."
57,SVM Linear,0.6866625255124679,0.8305084745762712,0.5026178010471204,0.6231512605042017,"POE14, POE31.C18, POE15, POE30.C18, POE25.C18..."
76,SVM Linear,0.6863963084568285,0.8305084745762712,0.5026178010471204,0.6069117647058824,"POE14, POE30.C18, POE15, POE17, POE12..."
32,SVM Linear,0.6863963084568285,0.8305084745762712,0.5026178010471204,0.5979621848739496,"POE14, POE30.C18, POE31.C18, POE15, POE17..."
23,SVM Linear,0.6847102671044458,0.8305084745762712,0.4869109947643979,0.6235294117647059,"POE14, POE25.C18, POE12, POE17, POE31.C18..."
9,SVM Linear,0.6840890939746207,0.8135593220338984,0.5287958115183246,0.5404201680672269,"POE14, POE15, POE17, POE31.C18, POE35.SORBITAN..."
50,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6036344537815126,"POE14, POE30.C18, POE35.SORBITAN, POE15, POE17..."
56,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5959033613445379,"POE14, POE25.C18, POE15, POE30.C18, POE12..."
60,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6336134453781512,"POE14, POE31.C18, POE15, POE12, POE17..."
65,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6176470588235294,"POE14, POE15, POE35.SORBITAN, POE17, POE12..."
68,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5830882352941177,"POE14, POE15, POE17, POE12, POE25.C18..."
75,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.646701680672269,"POE14, POE30.C18, POE17, POE15, POE12..."
44,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5925420168067227,"POE14, POE30.C18, POE17, POE12, POE35.SORBITAN..."
55,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6124579831932773,"POE14, POE30.C18, POE15, POE17, POE35.SORBITAN..."
2,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5615546218487395,"POE14, POE31.C18, POE30.C18, POE17, POE12..."
69,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6184453781512607,"POE14, POE31.C18, POE25.C18, POE30.C18, POE35.SORBITAN..."
53,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6192857142857143,"POE14, POE15, POE25.C18, POE35.SORBITAN, POE30.C18..."
71,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.564810924369748,"POE14, POE15, POE17, POE25.C18, POE12..."
52,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6142436974789915,"POE14, POE31.C18, POE30.C18, POE15, POE12..."
48,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5560504201680672,"POE14, POE30.C18, POE17, POE31.C18, POE24.SORBITAN..."
39,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6194747899159664,"POE14, POE31.C18, POE15, POE17, POE30.C18..."
51,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6366806722689076,"POE14, POE15, POE30.C18, POE17, POE12..."
77,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6177521008403362,"POE14, POE25.C18, POE30.C18, POE35.SORBITAN, POE15..."
17,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5814495798319328,"POE14, POE30.C18, POE17, POE35.SORBITAN, POE31.C18..."
3,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6066596638655463,"POE14, POE30.C18, POE15, POE31.C18, POE17..."
98,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5927100840336135,"POE14, POE15, POE31.C18, POE30.C18, POE25.C18..."
97,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6166806722689075,"POE14, POE30.C18, POE15, POE17, POE12..."
96,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5971848739495799,"POE14, POE15, POE17, POE30.C18, POE25.C18..."
94,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6671428571428571,"POE30.C18, POE14, POE15, POE17, POE31.C18..."
11,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5383613445378151,"POE14, POE30.C18, POE17, POE25.C18, POE35.SORBITAN..."
12,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6415546218487396,"POE14, POE31.C18, POE30.C18, POE25.C18, POE15..."
92,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6148529411764706,"POE14, POE25.C18, POE15, POE17, POE12..."
15,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5889705882352941,"POE14, POE31.C18, POE17, POE30.C18, POE25.C18..."
87,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6247899159663866,"POE14, POE25.C18, POE15, POE17, POE30.C18..."
20,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5953571428571428,"POE14, POE15, POE31.C18, POE17, POE35.SORBITAN..."
78,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6277731092436974,"POE14, POE30.C18, POE17, POE15, POE35.SORBITAN..."
85,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5968487394957982,"POE14, POE15, POE30.C18, POE17, POE31.C18..."
22,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5845168067226891,"POE14, POE30.C18, POE15, POE17, POE25.C18..."
25,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6453361344537815,"POE14, POE31.C18, POE15, POE17, POE30.C18..."
26,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6168277310924369,"POE14, POE31.C18, POE15, POE30.C18, POE25.C18..."
80,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6334873949579832,"POE14, POE17, POE15, POE30.C18, POE12..."
31,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6084033613445379,"POE14, POE30.C18, POE31.C18, POE15, POE17..."
63,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.617563025210084,"POE14, POE25.C18, POE31.C18, POE15, POE17..."
79,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.625672268907563,"POE14, POE31.C18, POE15, POE30.C18, POE12..."
34,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6049579831932774,"POE14, POE15, POE30.C18, POE17, POE12..."
35,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.6536134453781514,"POE14, POE15, POE17, POE25.C18, POE31.C18..."
64,SVM Linear,0.6832904428077026,0.8135593220338984,0.518324607329843,0.5845798319327731,"POE14, POE15, POE30.C18, POE17, POE35.SORBITAN..."
1,SVM Linear,0.6792971869731121,0.8135593220338984,0.5130890052356021,0.5860504201680671,"POE14, POE15, POE17, POE30.C18, POE31.C18..."
100,SVM Linear,0.6744165409530571,0.8135593220338984,0.5392670157068062,0.6393277310924369,"POE14, POE17, POE30.C18, POE35.SORBITAN, POE15..."
30,SVM Linear,0.6744165409530571,0.8135593220338984,0.5392670157068062,0.5958613445378151,"POE14, POE35.SORBITAN, POE30.C18, POE17, POE24.SORBITAN..."
7,SVM Linear,0.6744165409530571,0.8135593220338984,0.5392670157068062,0.6035924369747899,"POE14, POE31.C18, POE17, POE30.C18, POE15..."
58,SVM Linear,0.6744165409530571,0.8135593220338984,0.5392670157068062,0.6255672268907563,"POE14, POE15, POE35.SORBITAN, POE17, POE30.C18..."
59,SVM Linear,0.6744165409530571,0.8135593220338984,0.5392670157068062,0.6428151260504202,"POE14, POE15, POE25.C18, POE30.C18, POE17..."
13,SVM Linear,0.6717543703966634,0.8135593220338984,0.5392670157068062,0.6310504201680672,"POE14, POE35.SORBITAN, POE15, POE17, POE30.C18..."
21,SVM Linear,0.6717543703966634,0.8135593220338984,0.5392670157068062,0.6745168067226891,"POE14, POE15, POE30.C18, POE31.C18, POE17..."
49,SVM Linear,0.6643890318573077,0.8135593220338984,0.5445026178010471,0.6173739495798319,"POE14, POE15, POE31.C18, POE17, POE30.C18..."
82,SVM Linear,0.663679119708936,0.8135593220338984,0.5340314136125655,0.6052100840336135,"POE14, POE31.C18, POE17, POE15, POE12..."
29,SVM Linear,0.6611944271896353,0.8135593220338984,0.5078534031413613,0.5938865546218487,"POE14, POE31.C18, POE35.SORBITAN, POE15, POE17..."
8,SVM Linear,0.6521430472978968,0.8305084745762712,0.4869109947643979,0.5877731092436975,"POE14, POE31.C18, POE30.C18, POE15, POE25.C18..."
33,SVM Linear,0.6520543082793505,0.7966101694915254,0.5235602094240838,0.583109243697479,"POE14, POE30.C18, POE15, POE17, POE12..."
73,SVM Linear,0.6409619309610436,0.8305084745762712,0.4816753926701571,0.6141596638655462,"POE14, POE25.C18, POE31.C18, POE15, POE17..."
45,SVM Linear,0.6409619309610436,0.8305084745762712,0.4816753926701571,0.6347478991596638,"POE14, POE17, POE30.C18, POE15, POE25.C18..."
95,SVM Linear,0.6409619309610436,0.8305084745762712,0.4816753926701571,0.5727731092436976,"POE14, POE30.C18, POE25.C18, POE15, POE17..."
27,SVM Linear,0.6409619309610436,0.8305084745762712,0.4816753926701571,0.6431932773109243,"POE14, POE25.C18, POE15, POE31.C18, POE30.C18..."
62,SVM Linear,0.6409619309610436,0.8305084745762712,0.4816753926701571,0.6357352941176471,"POE14, POE30.C18, POE25.C18, POE15, POE17..."
37,SVM Linear,0.6384772384417429,0.8135593220338984,0.4816753926701571,0.6280882352941177,"POE14, POE31.C18, POE15, POE30.C18, POE25.C18..."
36,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6347268907563025,"POE14, POE25.C18, POE17, POE15, POE30.C18..."
89,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6164495798319327,"POE14, POE35.SORBITAN, POE30.C18, POE17, POE25.C18..."
5,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6371848739495799,"POE14, POE30.C18, POE17, POE15, POE12..."
66,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6141596638655462,"POE14, POE30.C18, POE15, POE17, POE31.C18..."
42,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6374159663865546,"POE14, POE30.C18, POE35.SORBITAN, POE15, POE17..."
10,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6236974789915967,"POE14, POE25.C18, POE17, POE15, POE12..."
47,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6529621848739497,"POE14, POE15, POE17, POE30.C18, POE12..."
91,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6253361344537816,"POE14, POE15, POE30.C18, POE25.C18, POE31.C18..."
88,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6410504201680671,"POE14, POE31.C18, POE30.C18, POE15, POE17..."
19,SVM Linear,0.6371461531635461,0.8305084745762712,0.4816753926701571,0.6182142857142858,"POE14, POE17, POE15, POE31.C18, POE12..."
