,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.993430768146065,7.0,0.020538939640537504,9.0,0.03550932359163039,13.0,6.2
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.03250940310668913,2.0,0.0794701654908867,1.0,15.333333333333334
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.8074327735383535,13.0,0.020389289424007903,10.0,0.0,79.0,15.533333333333333
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.017681200377251006,13.0,0.03203082855417416,14.0,15.866666666666667
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107453309271882,3.0,0.01595539324322173,18.0,0.010684767049600419,42.0,16.333333333333332
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.02202998923224692,7.0,0.010975561345619944,41.0,20.8
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.3500224396736893,27.0,0.013604667924766271,27.0,0.0,79.0,21.133333333333333
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.015875894938299405,19.0,0.009335800206651035,46.0,22.266666666666666
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.18493401188498554,42.0,0.01062115003424221,39.0,0.022133771893389165,21.0,23.066666666666666
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.009163607780162987,47.0,0.02919630125488215,18.0,24.133333333333333
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.013220095877535799,30.0,0.04071559536229685,8.0,25.866666666666667
POE11,1.4106574694854468,22.0,0.20977011494252884,20.0,0.0,56.0,0.018303858586685127,12.0,0.021148394254951297,23.0,27.066666666666666
POE14.C18,1.2969630593641437,33.0,0.19568965517241388,35.5,0.5404603492906915,19.0,0.013387875653551373,28.0,0.02041309914281486,24.0,29.0
POE20.SORBITAN,1.5526557195769268,10.0,0.22298850574712636,10.0,0.0,56.0,0.010695068464179766,38.0,0.0021729474140899097,57.0,29.2
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8028173319572435,14.0,0.004460182084665267,75.0,0.0,79.0,29.2
POE30.SORBITAN,1.367913412793862,24.0,0.20560344827586197,23.0,1.0712860419318355,5.0,0.010192638466547237,42.0,0.0,79.0,29.666666666666668
POE15.C16,1.4852449664277463,14.0,0.2089080459770114,21.0,0.19531277615929393,41.0,0.006772821452843556,64.0,0.018854178027148283,28.0,29.8
POE32.C18,1.5151297376059107,12.0,0.18146551724137927,53.0,0.23117585514789654,38.0,0.01163892166176722,34.0,0.04954477803726487,5.0,30.133333333333333
POE19,1.468037625118468,17.0,0.2152298850574712,14.0,0.0,56.0,0.011189205059583682,36.0,0.006560224242363244,50.0,30.933333333333334
POE21.SORBITAN,1.4652434662959692,18.0,0.21494252873563213,15.5,0.13233619133207608,45.0,0.014148814344333252,25.0,0.0,79.0,31.8
POE36.SORBITAN,1.3651920057019373,26.0,0.20071839080459775,28.0,0.5144788648911023,21.0,0.015514843859112247,21.0,0.0,79.0,31.933333333333334
POE18.C16,1.3506778766347012,27.0,0.20201149425287346,26.0,0.0,56.0,0.016431010792378686,17.0,0.012291216133936578,38.0,32.666666666666664
POE19.SORBITAN,1.2918609033684756,35.0,0.1974137931034483,32.0,0.2034022468776915,40.0,0.01214433815816067,32.0,0.018769764899841057,29.0,34.0
POE33.SORBITAN,1.4351958156012101,20.0,0.21106321839080455,18.0,0.09713233516339874,49.0,0.005614085848631696,71.0,0.008217117560755494,49.0,35.93333333333333
