,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.9940058589400579,7.0,0.033487032857172944,2.0,0.03550932359163039,10.0,4.866666666666666
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8028399934448048,14.0,0.013885773987289763,26.0,0.035149388412832216,11.0,13.6
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.35006384007806196,27.0,0.02093967343413956,9.0,0.006667754487227562,49.0,14.733333333333333
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.02996415579599379,4.0,0.03203082855417416,15.0,14.8
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.030057199663836333,3.0,0.0794701654908867,1.0,15.466666666666667
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107643685338842,3.0,0.00915552218680767,46.0,0.025456651447653078,20.0,17.133333333333333
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.8075341517990721,13.0,0.011625159270507607,37.0,0.0,79.5,19.2
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.016210569648572926,20.0,0.02919630125488215,19.0,20.666666666666668
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.01349902751765389,27.0,0.009335800206651035,45.0,23.2
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.1849558374479163,42.0,0.011333062832679154,39.0,0.022133771893389165,24.0,23.466666666666665
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.01264374015691121,30.0,0.010975561345619944,42.0,24.0
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.016023005926990123,22.0,0.04071559536229685,7.0,24.666666666666668
POE11,1.4106574694854468,22.0,0.20977011494252884,20.0,0.0,56.0,0.023494758083442823,6.0,0.021148394254951297,28.0,26.933333333333334
POE30.SORBITAN,1.367913412793862,24.0,0.20560344827586197,23.0,1.0714009112080107,5.0,0.014189837806842909,24.0,0.0,79.5,27.333333333333332
POE20.SORBITAN,1.5526557195769268,10.0,0.22298850574712636,10.0,0.0,56.0,0.008857001064904436,47.0,0.011259421687479731,41.0,28.266666666666666
POE18,1.3368605379508773,28.0,0.20258620689655182,25.0,0.09107290664965906,50.0,0.020103702356067267,12.0,0.02027678336239247,30.0,29.733333333333334
POE19,1.468037625118468,17.0,0.2152298850574712,14.0,0.0,56.0,0.012601485987894916,31.0,0.006560224242363244,50.0,30.266666666666666
POE21.SORBITAN,1.4652434662959692,18.0,0.21494252873563213,15.5,0.13222056263366005,45.0,0.016197264115560706,21.0,0.0,79.5,31.333333333333332
POE18.SORBITAN,1.4779705942590655,15.0,0.21494252873563213,15.5,0.0,56.0,0.018279514666690123,16.0,0.0,79.5,32.06666666666667
POE18.C16,1.3506778766347012,27.0,0.20201149425287346,26.0,0.0,56.0,0.020939065674211766,10.0,0.00860159379626868,47.0,32.93333333333333
POE19.SORBITAN,1.2918609033684756,35.0,0.1974137931034483,32.0,0.2034817266774579,40.0,0.009963782943647234,42.0,0.032760304012808605,14.0,33.333333333333336
POE29.SORBITAN,1.3691474354133608,23.0,0.2057471264367816,22.0,0.2665762807269464,33.0,0.012326199731265022,32.0,0.0,79.5,33.46666666666667
POE32.C18,1.5151297376059107,12.0,0.18146551724137927,53.0,0.231168591261947,38.0,0.018135529153957143,17.0,0.0070389210470835906,48.0,33.6
POE14.C16,1.2870697310867372,36.0,0.1949712643678161,37.0,0.354579881458136,26.0,0.010025127813858146,41.0,0.021585017103167514,26.0,33.6
POE14.C18,1.2969630593641437,33.0,0.19568965517241388,35.5,0.5405238775629272,19.0,0.003212847474775866,82.0,0.04261947122621601,6.0,33.8
POE22.SORBITAN,1.6420956199849335,9.0,0.23117816091954024,9.0,0.0,56.0,0.0072912403979953225,55.0,0.0,79.5,33.93333333333333
POE10,1.2452114622184964,41.0,0.19339080459770108,40.0,0.39361871991634845,24.0,0.01700280414036895,19.0,0.01129331113305887,40.0,34.266666666666666
POE16.C16,1.3129792058585583,31.0,0.19683908045977017,33.5,0.0,56.0,0.011688030125451348,36.0,0.03430854379941839,12.0,34.8
