,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.9936352512434099,7.0,0.019386950645732717,10.0,0.03550932359163039,9.0,5.8
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.350064783713164,27.0,0.028552079967085264,4.0,0.022961919848353274,21.0,10.333333333333334
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107589496139911,3.0,0.017277843614081155,14.0,0.030949393388993274,12.0,11.8
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.03599087237446338,1.0,0.03203082855417416,11.0,13.866666666666667
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.8074848638922784,13.0,0.011540750145913548,36.0,0.0,77.5,18.8
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.015274505022750594,21.0,0.02919630125488215,16.0,20.4
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.01970130389361842,9.0,0.010975561345619944,37.0,20.533333333333335
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.016967583321507648,16.0,0.009335800206651035,41.0,21.2
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.18496614312818796,42.0,0.014803168021817397,24.0,0.022133771893389165,22.0,21.2
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.006909523567235853,57.0,0.0794701654908867,1.0,22.666666666666668
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8028630065744244,14.0,0.01442023945511651,28.0,0.0,77.5,22.733333333333334
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.01830626063723117,11.0,0.04071559536229685,5.0,22.933333333333334
POE22.SORBITAN,1.6420956199849335,9.0,0.23117816091954024,9.0,0.0,56.0,0.021304574494961277,7.0,0.0,77.5,27.266666666666666
POE19,1.468037625118468,17.0,0.2152298850574712,14.0,0.0,56.0,0.016892879112569557,17.0,0.006560224242363244,43.0,27.466666666666665
POE20.SORBITAN,1.5526557195769268,10.0,0.22298850574712636,10.0,0.0,56.0,0.01573706827084988,19.0,0.0,77.5,29.4
POE29.SORBITAN,1.3691474354133608,23.0,0.2057471264367816,22.0,0.2666542022682666,33.0,0.018115787400032404,12.0,0.0,77.5,30.533333333333335
POE14.C18,1.2969630593641437,33.0,0.19568965517241388,35.5,0.5405052300556034,19.0,0.009132778638482828,49.0,0.024451310283865713,20.0,31.266666666666666
POE18.SORBITAN,1.4779705942590655,15.0,0.21494252873563213,15.5,0.0,56.0,0.016986994408653144,15.0,0.0,77.5,31.666666666666668
POE21.SORBITAN,1.4652434662959692,18.0,0.21494252873563213,15.5,0.13231379501670992,45.0,0.014608322379876233,26.0,0.0,77.5,31.733333333333334
POE11,1.4106574694854468,22.0,0.20977011494252884,20.0,0.0,56.0,0.009255870329543465,48.0,0.021148394254951297,23.0,31.866666666666667
POE30.SORBITAN,1.367913412793862,24.0,0.20560344827586197,23.0,1.071351325507436,5.0,0.00570569299712342,64.0,0.0,77.5,32.4
POE16.C16,1.3129792058585583,31.0,0.19683908045977017,33.5,0.0,56.0,0.030285155072112588,3.0,0.015149175811273397,32.0,33.06666666666667
POE18,1.3368605379508773,28.0,0.20258620689655182,25.0,0.09061624205047607,50.0,0.009257494301263498,47.0,0.02027678336239247,25.0,33.733333333333334
POE31.SORBITAN,1.3671400817113686,25.0,0.20545977011494254,24.0,0.0,56.0,0.013632492806937256,31.0,0.0007818800786913993,55.0,35.733333333333334
POE10,1.2452114622184964,41.0,0.19339080459770108,40.0,0.39351868452504235,24.0,0.01175260293590068,35.0,0.01129331113305887,36.0,35.86666666666667
POE14.C16,1.2870697310867372,36.0,0.1949712643678161,37.0,0.35460770349011694,26.0,0.008565669674566127,51.0,0.003505309464600259,50.0,38.13333333333333
POE36.SORBITAN,1.3651920057019373,26.0,0.20071839080459775,28.0,0.5143754011454968,21.0,0.00445642378742005,70.0,0.0,77.5,38.266666666666666
POE27.SORBITAN,1.2920809451355397,34.0,0.19813218390804588,31.0,0.0,56.0,0.010252413375586371,44.0,0.017866960405673593,30.0,38.4
POE34.SORBITAN,1.2864078672972374,37.0,0.19568965517241388,35.5,0.0,56.0,0.016847046105667417,18.0,0.00790806923701659,42.0,38.53333333333333
POE33.SORBITAN,1.4351958156012101,20.0,0.21106321839080455,18.0,0.0969923555126893,49.0,0.005661139728347067,66.0,0.0,77.5,39.06666666666667
POE23.SORBITAN,1.4196564970274432,21.0,0.21063218390804606,19.0,0.0,56.0,0.008481480809008719,52.0,0.0,77.5,39.13333333333333
POE17.C16,1.2415918388145801,42.0,0.1910919540229885,42.5,0.0,56.0,0.015165257569913717,22.0,0.025239993125502957,19.0,39.2
POE19.C16,1.3353508987860172,29.0,0.2012931034482759,27.0,0.0,56.0,0.014957644577212255,23.0,0.0,77.5,39.53333333333333
POE28.SORBITAN,1.2792230195537395,38.0,0.19683908045977017,33.5,0.3212720217472882,28.0,0.012269835008485535,34.0,0.0,77.5,39.53333333333333
POE18.C16,1.3506778766347012,27.0,0.20201149425287346,26.0,0.0,56.0,0.014088544845741582,30.0,0.0,77.5,39.666666666666664
POE32.C18,1.5151297376059107,12.0,0.18146551724137927,53.0,0.23115359051381743,38.0,0.0037538899225623523,81.0,0.016876134417711297,31.0,39.86666666666667
POE17.C18,1.0668193482776187,64.0,0.1744252873563219,61.0,1.056938701295363,6.0,0.0234676555475784,6.0,0.009554064568686904,40.0,40.666666666666664
POE15.C16,1.4852449664277463,14.0,0.2089080459770114,21.0,0.1952776496243572,41.0,0.0002791103438070746,97.0,0.0,77.5,40.8
POE24.C18,1.2538825648418626,40.0,0.1942528735632183,39.0,0.0,56.0,0.0057610767908467,63.0,0.039418986840275005,7.0,41.6
POE21.C16,1.1811881429859323,52.0,0.18620689655172407,50.0,1.0907959679685666,4.0,0.014614264808463125,25.0,0.0,77.5,41.666666666666664
POE24.C16,1.1898922397724825,50.0,0.18706896551724128,48.0,0.5097311207856123,22.0,0.011449545566574841,38.0,0.002847632651412857,51.0,42.4
POE19.SORBITAN,1.2918609033684756,35.0,0.1974137931034483,32.0,0.20342337969189708,40.0,0.0031120479503618354,83.0,0.0037859104884161443,47.0,43.2
POE19.C18,1.2202075090977442,46.0,0.19080459770114944,44.0,0.5453778510138095,18.0,0.010607932913082345,41.0,0.0,77.5,43.4
POE25.SORBITAN,1.310778205616765,32.0,0.19999999999999996,30.0,0.0,56.0,0.010427267265139484,42.0,0.0,77.5,43.666666666666664
POE22.C18,1.0687452764802723,63.0,0.17471264367816097,59.5,2.134461835383307,1.0,0.008012501267965684,54.0,0.019281518265519493,28.0,43.8
POE12.ISOSORBITAN,1.1424372251398287,55.0,0.1795977011494252,55.0,0.5199173306073174,20.0,0.004624955768589895,69.0,0.026829893544936256,18.0,44.93333333333333
POE22.C16,1.1348328981007627,57.0,0.18132183908045985,54.0,0.0,56.0,0.012405755381822405,33.0,0.04243730395597356,4.0,45.733333333333334
POE27.C18,1.0850219733768873,60.0,0.17600574712643668,57.0,0.26096256422884473,34.0,0.0062540920594876944,60.0,0.04741246930963294,3.0,46.4
POE28.C18,1.0373842661945254,67.0,0.16954022988505746,65.0,0.2456589433942222,35.0,0.0204601525661803,8.0,0.020099850907210337,26.0,46.733333333333334
POE15.C18,1.1831483494167423,51.0,0.18649425287356314,49.0,0.08122226966938118,52.0,0.006244926882661574,61.0,0.029700523335617346,13.0,46.93333333333333
POE23.C18,1.2594534289246928,39.0,0.19482758620689644,38.0,0.0,56.0,0.010892964442233432,40.0,0.0,77.5,47.4
POE23,1.0598733828044615,66.0,0.1737068965517241,62.0,0.20715507373096648,39.0,0.026052231765438413,5.0,0.010728819493307507,38.0,47.666666666666664
POE16.C18,1.199449656559868,48.0,0.18836206896551722,46.0,0.0,56.0,0.01029843580311721,43.0,0.002513561576104717,52.0,48.93333333333333
POE20.C18,1.208907844515982,47.0,0.18965517241379315,45.0,0.2926047052682705,31.0,0.0066993639288765875,59.0,0.0,77.5,48.93333333333333
POE26.C18,1.2309485052443738,43.0,0.19166666666666665,41.0,0.31978359714892396,29.0,0.0038123034523121256,80.0,0.0,77.5,49.2
POE32.SORBITAN,1.3155756734743624,30.0,0.2001436781609196,29.0,0.0,56.0,0.0008250539015507401,95.0,0.0,77.5,49.93333333333333
POE20.C16,1.2293494392793551,44.0,0.1910919540229885,42.5,0.1568074403574319,44.0,0.0067590763399486544,58.0,0.0,77.5,49.93333333333333
POE22,0.8150594778063145,76.0,0.1451149425287357,73.0,0.9815500791301037,9.0,0.01782494011473492,13.0,0.0013474285169270406,54.0,50.46666666666667
POE21.C18,1.1540482527629516,54.0,0.1839080459770115,51.0,0.6032170792269715,17.0,0.005249846612591705,67.0,0.0,77.5,50.666666666666664
POE20,1.1404518913728172,56.0,0.18247126436781613,52.0,0.0,56.0,0.009571484968715934,46.0,0.011480526248212719,35.0,50.8
POE18.C18,1.1901529396797927,49.0,0.18764367816091965,47.0,0.0,56.0,0.005674924180737822,65.0,0.005229355250555567,45.0,51.46666666666667
POE29.C18,1.0879494121625377,59.0,0.17356321839080469,63.5,0.3142128192440422,30.0,0.015293632059513364,20.0,0.0,77.5,51.666666666666664
POE25,0.4327897869476938,90.0,0.09123563218390807,89.0,0.6323473824323862,16.0,0.03538444619850945,2.0,0.03963524657549122,6.0,52.0
POE23.C16,1.0630242284360794,65.0,0.17356321839080469,63.5,0.37813577318788066,25.0,0.008631447645693435,50.0,0.00391003542410151,46.0,52.06666666666667
POE13.ISOSORBITAN,1.1216691853617307,58.0,0.17931034482758612,56.0,0.06227445950330173,53.0,0.004642634618992116,68.0,0.02698274027633918,17.0,52.333333333333336
POE17.ISOSORBITAN,0.7688173292368263,79.0,0.13850574712643682,74.0,0.4745886406336703,23.0,0.011208399927529103,39.0,0.02926450115215995,15.0,52.6
POE21,1.07392709988544,62.0,0.17528735632183912,58.0,0.0,56.0,0.014458470941001438,27.0,0.006449904675483564,44.0,52.666666666666664
POE14.ISOSORBITAN,0.8864289522232273,73.0,0.15316091954022992,70.0,0.10144569745890152,48.0,0.00811577756397003,53.0,0.03679737505810343,8.0,55.86666666666667
POE28.C16,0.9126557093827549,71.0,0.15100574712643677,72.0,0.7657819812857762,15.0,0.003960531035787272,75.0,0.0023645905883475926,53.0,58.2
POE15.ISOSORBITAN,1.0751813727253698,61.0,0.17471264367816097,59.5,0.0,56.0,0.011531616287711237,37.0,0.0,77.5,58.6
POE30.C16,1.2274742568110124,45.0,0.1597701149425288,67.0,0.0002130811097265565,55.0,0.007427514845927074,56.0,0.0,77.5,58.666666666666664
POE24,0.7273327672656723,80.0,0.13390804597701145,75.0,0.1070368582224622,46.0,0.013208473399310186,32.0,0.010596051248472849,39.0,60.0
POE25.C16,0.9496966159439066,69.0,0.160632183908046,66.0,0.0,56.0,0.005772994050318694,62.0,0.013669918466309161,34.0,60.0
POE28,0.5637972636718078,87.0,0.11091954022988504,85.0,0.23611223728248015,36.0,0.003924713046840465,77.0,0.05493494327506232,2.0,63.6
POE26.C16,0.8863910618507769,74.0,0.15258620689655178,71.0,0.23170019013595974,37.0,0.007655163794654173,55.0,0.0,77.5,63.733333333333334
POE16.ISOSORBITAN,0.929898204726544,70.0,0.15833333333333344,68.0,0.0,56.0,0.0024185123579866883,89.0,0.018751929394914324,29.0,63.733333333333334
POE18.ISOSORBITAN,0.6444272563643836,84.0,0.12169540229885056,82.0,1.6951946696577653,2.0,0.0039548047771505454,76.0,0.0,77.5,65.13333333333334
POE21.ISOSORBITAN,0.7160863424808703,81.0,0.12672413793103443,79.0,0.0,56.0,0.0038844471034942575,79.0,0.03312648750671121,10.0,65.73333333333333
POE26,0.6348460300721414,85.0,0.12140804597701149,83.0,0.08831365437933483,51.0,0.004374891208209334,72.0,0.029283040388650594,14.0,66.46666666666667
POE13.C16,0.8119402807994387,77.0,0.10488505747126431,86.0,0.9238233479861071,11.0,0.0028762048685610085,85.0,0.0,77.5,67.33333333333333
POE32.C16,0.8203407409428928,75.0,0.09166666666666656,88.0,0.945424677901793,10.0,0.0026472738740826148,88.0,0.0,77.5,67.53333333333333
POE33.C18,1.1621080651036564,53.0,0.12442528735632186,80.0,0.0,56.0,0.002854315251371545,86.0,0.0,77.5,68.46666666666667
POE27,0.4711608399155238,89.0,0.096551724137931,87.0,0.0,56.0,0.009706030687591379,45.0,0.014996248985234661,33.0,68.53333333333333
POE29.C16,0.807037866970271,78.0,0.13045977011494259,76.0,0.27015097152747614,32.0,0.0015472590286344672,91.0,0.0,77.5,69.93333333333334
POE31.C16,0.9863211005794125,68.0,0.12183908045977021,81.0,0.0,56.0,0.004417934006754906,71.0,0.0,77.5,70.73333333333333
