seed,best_model,best_val_auc,best_sensitivity,best_specificity,best_cv_auc,selected_features
12,SVM Linear,0.7196734404117491,0.8305084745762712,0.5078534031413613,0.575544308632544,"POE14, POE15, POE31.C18, POE12, POE16..."
90,SVM Linear,0.7193184843375632,0.9661016949152542,0.387434554973822,0.6382066462948817,"POE14, POE15, POE17, POE13, POE12..."
123,SVM Linear,0.7147927943916941,0.8135593220338984,0.5497382198952879,0.6198051948051948,"POE14, POE15, POE17, POE12, POE30.C18..."
53,SVM Linear,0.7146153163546011,0.8305084745762712,0.5078534031413613,0.5979500891265597,"POE14, POE15, POE17, POE12, POE31.C18..."
55,SVM Linear,0.7102671044458249,0.7966101694915254,0.5706806282722513,0.6043958492487904,"POE14, POE15, POE30.C18, POE31.C18, POE17..."
185,SVM Linear,0.7094684532789067,0.7966101694915254,0.5759162303664922,0.5791730328495034,"POE14, POE15, POE17, POE12, POE31.C18..."
51,SVM Linear,0.7049427633330375,0.8305084745762712,0.5078534031413613,0.5568054494525083,"POE14, POE15, POE17, POE12, POE16..."
8,SVM Linear,0.7035229390362943,0.7796610169491526,0.5863874345549738,0.6062866055513114,"POE14, POE15, POE12, POE17, POE30.C18..."
69,SVM Linear,0.7031679829621084,0.8305084745762712,0.5078534031413613,0.5776037687802393,"POE14, POE31.C18, POE17, POE15, POE12..."
156,SVM Linear,0.7031679829621084,0.8305084745762712,0.5078534031413613,0.5857429335370512,"POE14, POE15, POE17, POE12, POE13..."
47,SVM Linear,0.7026355488508297,0.7796610169491526,0.5863874345549738,0.6077094474153297,"POE14, POE15, POE12, POE17, POE30.C18..."
44,SVM Linear,0.7015706806282723,0.7796610169491526,0.5916230366492147,0.5986026228673287,"POE14, POE17, POE12, POE15, POE35.SORBITAN..."
79,SVM Linear,0.7014819416097259,0.8135593220338984,0.5287958115183246,0.613572701807996,"POE14, POE15, POE12, POE17, POE13..."
140,SVM Linear,0.7003283343686219,0.8305084745762712,0.4973821989528796,0.6026578813343519,"POE14, POE15, POE17, POE12, POE31.C18..."
36,SVM Linear,0.7003283343686219,0.8305084745762712,0.4973821989528796,0.5792653425006365,"POE14, POE15, POE30.C18, POE17, POE12..."
84,SVM Linear,0.6973999467565889,0.8305084745762712,0.5078534031413613,0.5794531448943212,"POE14, POE15, POE17, POE12, POE16..."
73,SVM Linear,0.6973999467565889,0.8305084745762712,0.5078534031413613,0.6319327731092437,"POE14, POE31.C18, POE15, POE17, POE30.C18..."
65,SVM Linear,0.6973999467565889,0.8305084745762712,0.5078534031413613,0.5820314489432137,"POE14, POE17, POE15, POE12, POE35.SORBITAN..."
46,SVM Linear,0.6960688614783921,0.7966101694915254,0.5654450261780105,0.5914438502673797,"POE14, POE17, POE12, POE13, POE31.C18..."
173,SVM Linear,0.6947377762001953,0.7966101694915254,0.5235602094240838,0.5605296664120194,"POE14, POE17, POE35.SORBITAN, POE15, POE12..."
