sampleID,Group,POE10,POE12,POE11,POE13,POE14,POE15,POE16,POE17,POE18,POE19,POE20,POE21,POE22,POE23,POE24,POE25,POE26,POE27,POE28,POE29,POE30,POE12.ISOSORBITAN,POE13.ISOSORBITAN,POE14.ISOSORBITAN,POE15.ISOSORBITAN,POE16.ISOSORBITAN,POE17.ISOSORBITAN,POE18.ISOSORBITAN,POE19.ISOSORBITAN,POE20.ISOSORBITAN,POE21.ISOSORBITAN,POE22.ISOSORBITAN,POE18.SORBITAN,POE19.SORBITAN,POE20.SORBITAN,POE21.SORBITAN,POE22.SORBITAN,POE23.SORBITAN,POE24.SORBITAN,POE25.SORBITAN,POE26.SORBITAN,POE27.SORBITAN,POE28.SORBITAN,POE29.SORBITAN,POE30.SORBITAN,POE31.SORBITAN,POE32.SORBITAN,POE33.SORBITAN,POE34.SORBITAN,POE35.SORBITAN,POE36.SORBITAN,POE13.C16,POE14.C16,POE15.C16,POE16.C16,POE17.C16,POE18.C16,POE19.C16,POE20.C16,POE21.C16,POE22.C16,POE23.C16,POE24.C16,POE25.C16,POE26.C16,POE27.C16,POE28.C16,POE29.C16,POE30.C16,POE31.C16,POE32.C16,POE33.C16,POE34.C16,POE35.C16,POE36.C16,POE38.C16,POE37.C16,POE39.C16,POE14.C18,POE15.C18,POE16.C18,POE17.C18,POE18.C18,POE19.C18,POE20.C18,POE21.C18,POE22.C18,POE23.C18,POE24.C18,POE25.C18,POE26.C18,POE27.C18,POE28.C18,POE29.C18,POE30.C18,POE31.C18,POE32.C18,POE33.C18,POE34.C18,cdai,Sac_S,Suc_S,Asp_S
HK1067,1,2485812.0,2723939.0,2968930.75,2844865.75,2142636.75,1529630.281,1510002.188,1530841.688,952161.0,1049040.875,1618366.375,1507253.125,2143803.75,2161512.5,2160158.75,1959931.125,1817076.75,1094637.5,939552.188,560383.063,337880.156,40190.402,108685.836,108509.609,191105.891,172515.75,215939.859,141180.141,176807.953,92180.813,47777.531,38778.051,26629.418,52215.531,90570.719,185239.344,327215.688,481712.875,644610.25,757225.563,823106.625,743090.688,670495.188,487350.031,448624.563,316279.313,246836.375,188800.813,134343.328,83338.422,59293.426,0.0,6644.715,16470.453,22273.393,28778.244,35485.246,40084.238,45682.059,49716.918,53705.484,45859.332,37574.398,28936.92,21834.93,15394.397,9108.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19724.742,63088.762,81246.086,87765.703,100349.414,116421.344,123672.492,116438.773,117064.242,103596.883,85933.141,71231.07,51625.332,34938.488,19717.016,14234.53,7799.276,0.0,0.0,0.0,0.0,209.5598711,10.333,301.512,0.0
HK1068,0,847494.438,1788194.5,1414972.75,2054445.5,1987096.0,1254463.547,814967.086,646361.11,175972.984,160589.828,108318.953,56514.832,56475.352,37412.094,26769.969,11924.528,16946.455,0.0,12365.021,0.0,0.0,131897.781,259480.828,213533.188,228608.328,216151.5,170741.016,106859.32,134421.906,76369.469,35482.258,21521.574,956022.438,1847457.5,2245896.0,4720859.0,6763309.0,8493237.0,8569412.0,8165818.5,6642842.0,4202921.0,3085113.0,1815346.75,1198680.625,746361.125,488643.031,280922.094,176302.719,102846.484,69710.406,0.0,3672.336,12303.198,14708.113,20737.768,21834.211,27458.07,33455.848,33347.383,36386.41,34756.746,32035.941,28574.457,24659.063,21254.076,14091.696,12202.382,8953.03,8935.752,7172.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17986.512,57073.527,66844.445,85827.914,90159.008,95088.461,109327.281,124724.016,125965.836,101524.25,98073.266,84588.602,63039.336,56525.273,38972.875,28904.293,23441.32,20219.643,12864.833,13393.419,8541.444,77.8,32.999,229.282,0.152
HK1069,0,2294403.75,2425456.75,2430091.0,2054982.875,1449817.125,1118365.891,899668.547,858954.563,347276.531,541474.563,500133.781,680129.188,633523.813,819115.188,809617.938,802083.875,773925.75,638733.313,559836.375,494687.156,424735.313,27907.484,52561.328,75482.898,84671.836,86296.891,78109.359,51814.109,46967.508,26163.752,12177.297,13720.703,42342.453,86860.336,121977.375,277789.969,481292.125,684013.375,791925.813,864286.313,898212.25,734729.0,573942.75,428165.313,312283.969,206713.172,147210.938,103771.883,67775.32,41609.273,26197.34,0.0,6172.882,15633.649,21298.061,21912.016,31610.156,33558.07,33802.07,38556.719,39037.91,34740.816,31926.531,24860.324,18547.297,14537.998,9579.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12804.25,36407.496,47001.172,47184.18,53569.75,63834.203,68895.141,61987.051,60700.918,59875.566,48654.531,39630.484,34368.203,23416.305,14941.429,8560.041,7226.359,0.0,0.0,0.0,0.0,9.2,2.196,34.059,0.122
HK1070,0,599750.313,496548.625,602584.75,401563.844,244965.797,150305.904,96866.616,65373.844,26732.496,35872.992,25782.131,18653.885,14425.794,12608.768,8737.608,16123.446,11313.093,26227.039,9548.074,22697.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13761.473,10934.576,18932.463,13738.838,53412.0,12657.012,63368.527,21408.984,47655.266,56658.453,26264.871,46875.637,11655.585,35596.711,0.0,20301.164,0.0,10748.11,0.0,0.0,1946.849,0.0,0.0,7722.23,0.0,7420.917,10033.897,10526.9,10650.122,11760.427,9535.477,10931.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9378.089,24327.01,28941.889,30189.615,31050.686,31704.191,33182.957,29029.338,31917.816,25778.807,20841.688,17464.188,11912.007,9602.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.3122566,0.0,641.101,0.105
HK1071,0,11254386.0,20069990.0,15765301.0,20721642.0,14555778.0,9915603.375,6223030.625,3713530.5,884564.688,670116.188,419724.188,251875.563,168282.563,108565.336,69867.789,31059.295,59767.758,0.0,46008.984,0.0,25266.041,1172438.375,1884585.375,2032387.75,2114523.75,1568227.375,1455749.0,934176.25,637079.0,359326.625,195849.563,159686.313,8320129.5,14024002.0,18834482.0,36736472.0,52852984.0,63002008.0,65610920.0,65553372.0,54788392.0,37722916.0,26863706.0,16471062.0,10917843.0,6172682.5,4153061.5,2323399.25,1372311.75,700549.688,396241.125,0.0,3762.396,11720.928,18876.502,16527.838,21835.836,23610.5,23573.289,25287.451,27548.938,23723.645,21212.963,19915.795,13403.4,10086.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13198.496,39891.188,56272.199,58674.789,63652.395,63409.133,69638.039,77077.969,78897.961,70007.359,53689.375,41968.016,31897.361,20540.863,13874.27,7109.663,0.0,0.0,0.0,0.0,0.0,63.0,10.023,60.027,0.17
HK1072,1,872368.875,1030584.375,973137.5,977344.375,712288.563,520010.0,436440.234,338185.102,102646.648,107422.906,83965.781,72314.109,43290.066,37061.844,20460.77,14337.254,14103.89,8863.966,12178.271,0.0,8975.786,61470.586,116315.07,178462.75,215195.328,254406.219,293618.219,251321.656,175882.344,159444.625,111925.625,73796.25,133555.453,247116.266,392464.875,725512.375,1107924.25,1403823.25,1571102.375,1556103.875,1570668.75,1219433.75,1028197.438,810553.25,642078.813,513781.125,452911.469,332313.0,239916.922,150416.906,123624.828,0.0,8526.497,21437.078,24104.875,31050.602,32326.66,41349.168,45203.195,52481.129,51821.387,43977.758,38418.363,29997.73,25883.6,16801.426,11351.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37328.871,99936.227,126639.273,137738.594,146923.844,158044.125,169408.203,160831.422,147075.688,110412.844,99708.305,72181.25,56110.277,36374.004,19455.715,9401.564,7959.916,0.0,0.0,0.0,0.0,168.2515283,0.0,533.87,0.0
HK1077,0,1824715.75,2011571.0,2048206.125,1388061.25,784901.25,555103.055,349598.813,280675.102,85482.078,74530.047,56518.023,34931.727,30827.451,25202.049,23987.373,23828.635,22681.98,15509.322,16886.303,8007.534,8579.923,0.0,10143.105,13047.803,21108.449,17884.121,15211.145,13588.339,12926.704,0.0,0.0,0.0,14002.745,25956.186,42469.324,80013.984,140870.953,168050.375,199883.328,210021.391,194403.891,153012.484,122714.969,90367.148,69912.539,51950.043,40163.801,27408.785,17737.797,10617.913,7811.131,3095.202,5558.294,15126.241,20355.607,24574.588,25910.727,35162.816,35264.297,41463.305,39377.141,35987.648,33954.836,27161.492,20039.652,15366.192,9994.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14953.612,40696.375,58148.102,57273.617,71595.859,73586.359,91005.359,88830.695,79595.32,71136.0,65558.813,54507.293,37949.75,26342.855,18496.053,10485.691,7447.294,0.0,0.0,0.0,0.0,93.20432004,0.484,317.524,0.164
HK1079,0,15321601.0,30375920.0,21746176.0,29393362.0,21690690.0,14178419.88,9326350.75,5526160.25,938430.375,908874.688,527127.75,341289.781,230665.609,160874.516,119522.898,57740.844,67568.438,0.0,45827.184,0.0,0.0,1778505.75,2618250.0,2804741.25,3077790.5,2251434.5,2306284.75,1362278.0,965453.438,532848.563,341781.844,248851.391,10092008.0,18048788.0,23006666.0,47084056.0,67683680.0,83520832.0,83343208.0,83055304.0,68698912.0,48441068.0,37683168.0,21252826.0,15208117.0,8699546.0,5591301.0,3091782.5,1680997.75,893611.5,497206.969,1719.455,7377.13,35486.223,45982.324,53834.543,60221.773,60508.352,67713.906,66756.461,66558.008,55235.258,50161.035,44941.223,33828.172,20270.334,18085.063,10179.066,8512.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40594.668,103829.984,132091.141,158120.953,147335.797,164308.172,169380.359,162742.031,163836.734,144758.875,124530.898,98569.977,77929.773,48757.445,33017.211,19955.936,13859.263,10540.428,7218.993,0.0,0.0,35.7048951,0.0,51.398,0.114
HK1081,0,280646.281,274071.719,327265.813,194811.75,142460.406,82324.523,64961.481,50480.791,16332.927,20308.643,18085.932,10887.313,8326.733,0.0,0.0,7399.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9042.656,7591.786,8186.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8301.518,18449.338,32364.85,50234.496,60119.75,73448.0,73753.75,69339.516,50289.793,41659.469,29370.254,22635.848,14639.284,8438.582,0.0,0.0,0.0,0.0,2531.094,0.0,9015.083,11449.944,14326.785,18630.049,18007.123,21609.66,20158.48,19595.35,17239.537,16765.104,14768.712,10756.06,7904.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8821.849,22594.529,32116.146,36129.547,42915.426,47221.867,51766.582,57047.891,60082.473,46965.004,48009.371,34767.328,29898.98,22863.1,12637.771,9663.65,8321.988,0.0,0.0,0.0,0.0,118.2713968,10.387,530.275,0.111
HK1083,0,207693.672,436541.344,328725.594,509924.844,414583.844,310036.102,219660.351,153702.579,46937.414,45810.348,29821.9,24319.629,12995.311,11659.644,11543.584,0.0,11886.009,0.0,11373.356,0.0,0.0,26562.764,43936.004,49871.746,60504.641,56464.641,48159.348,33397.945,18284.838,14678.544,8593.826,8737.067,140359.266,298243.781,429683.469,791399.875,1258785.125,1450199.0,1562199.25,1546146.75,1287441.5,947402.25,699006.938,413384.375,286405.719,181796.891,108472.961,65747.555,38501.629,21612.309,12387.827,2101.545,32138.123,82430.953,98153.352,134565.188,150979.266,194740.406,216193.453,228634.391,236988.125,202864.75,161469.016,139558.25,114426.266,79404.344,51254.828,33816.652,20586.846,15179.169,10587.933,8107.401,0.0,0.0,0.0,0.0,0.0,0.0,99301.016,301958.906,447278.625,492862.5,555139.188,591151.875,621737.75,631434.75,610565.125,509901.594,429391.125,342934.969,261671.688,186156.016,116063.164,80056.68,50135.242,31842.551,22990.871,17729.551,10157.686,44.6,15.397,125.255,0.12
HK1084,0,1046669.563,859053.75,1001453.313,537243.188,272018.688,118397.025,80522.649,49580.9,15043.581,20783.318,18239.406,11841.064,11642.858,10107.517,9531.817,12825.008,11362.962,11335.023,9243.718,9541.685,7395.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15583.248,30172.297,43618.473,50973.406,57511.289,55517.504,53006.395,43668.887,35298.039,26746.453,19246.604,18252.799,11785.523,9777.66,0.0,0.0,0.0,12801.121,32724.604,42573.18,50765.379,53598.449,66367.969,72906.055,79701.406,84109.125,84484.117,83662.844,73843.805,55556.703,49705.379,39745.395,29095.227,27393.582,22540.16,18044.324,14599.318,11773.848,8343.671,7486.555,3952.417,5124.396,2739.183,44196.551,131715.125,163690.719,180327.672,191518.234,202659.203,215468.203,210936.641,206272.422,188152.828,174246.953,142436.25,98964.055,69607.383,46691.262,31387.191,20983.012,15838.867,11031.059,0.0,0.0,72.93997498,11.119,1737.099,0.12
HK1085,1,2073592.25,2304206.75,2368321.25,1664469.0,920195.313,538662.727,339921.316,223719.117,71090.883,53422.566,46182.383,29707.064,16488.039,14349.924,9587.403,9922.004,7411.301,0.0,0.0,0.0,0.0,23416.023,51470.332,63827.387,70107.039,90443.461,85317.547,61305.73,48285.156,27780.217,17022.076,13996.166,18231.137,32316.904,63859.297,116821.102,220078.594,308438.0,408629.531,490627.0,530882.75,502287.125,425704.219,329172.406,262262.813,199442.594,159315.578,110654.031,77243.438,50854.742,32273.771,0.0,2329.776,0.0,7399.317,8906.86,9216.062,10651.491,12562.292,13867.13,16873.203,16556.564,13362.736,10343.665,10053.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8583.324,22254.439,32240.977,35922.324,32504.566,37608.09,41220.242,42856.84,41913.199,33383.391,28229.994,21690.15,19765.639,15584.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.4010374,143.463,1491.555,0.0
HK1086,0,3510565.25,3976194.75,3725118.25,3660203.75,2581745.25,1905286.844,1375194.031,984585.063,326897.344,304280.969,245874.688,205380.609,166917.156,156574.563,151699.234,153466.172,171306.188,138074.141,133035.422,103009.797,110107.086,61844.406,93662.883,128422.984,167451.484,154853.719,182739.797,116879.438,110609.484,58498.953,41050.586,32603.717,139438.984,247825.031,400460.063,826035.875,1292461.125,1833041.125,2311457.25,2372010.5,2275863.0,1750011.25,1314901.25,896163.25,614391.813,420293.844,303781.594,184467.344,130799.766,76426.219,45524.422,0.0,3611.343,9079.161,13091.766,14900.561,16964.836,19535.555,25309.271,27005.682,21438.102,27949.762,20503.514,20355.215,14397.515,9793.46,7914.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9069.741,32359.779,45111.031,50521.355,55201.984,53961.41,64251.223,63555.527,58452.355,56946.156,47992.207,39148.375,27707.133,22157.055,14561.895,7693.097,8063.057,0.0,0.0,0.0,0.0,104.5936764,0.353,454.536,0.0
HK1087,0,603574.125,721656.938,702812.0,622373.125,412978.313,271413.61,196342.345,141900.238,60480.813,156738.547,180037.125,184515.859,146683.109,116680.508,98949.711,81972.141,70231.25,53380.719,39315.66,17104.277,15619.454,14054.969,23072.215,34252.781,36023.949,48231.699,45123.746,31249.662,27317.307,17511.623,8718.054,15159.882,27006.791,44430.465,74563.906,139315.484,228910.859,308591.188,432422.875,460269.344,468140.688,394320.563,332492.063,227847.141,178357.953,135450.484,110984.875,85579.547,56395.863,37213.465,18017.652,0.0,10439.093,27923.576,35640.867,42292.414,43095.383,46489.395,57130.891,51694.875,48732.633,51875.098,43271.48,35791.137,29424.67,20808.684,12531.411,9693.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31075.453,77849.484,124309.563,137712.813,147570.547,146152.453,140081.859,137090.438,136299.047,111287.227,94245.727,72731.688,55069.84,33171.93,22872.387,15268.935,10058.965,7149.28,0.0,0.0,0.0,14.4,18.957,35.936,0.106
HK1088,0,1583264.0,1660819.25,1824070.625,1355399.375,810912.25,463530.523,299385.266,193710.922,59155.004,66901.328,48271.727,32019.924,14615.166,12644.246,8121.53,0.0,0.0,0.0,0.0,0.0,0.0,33599.828,61409.563,68399.188,80004.367,82035.43,74954.523,49553.602,41036.914,26938.795,14059.124,7104.56,94310.57,200174.031,270813.594,617867.625,891997.0,1144275.125,1341314.875,1455526.125,1311028.75,964568.75,706060.0,488718.875,336115.125,203914.516,149605.078,88083.242,49829.52,29125.691,15832.369,0.0,6053.713,10638.124,13908.231,18892.309,20042.045,19171.844,30111.732,31634.029,28443.807,29937.566,24423.172,22375.627,16562.689,11525.171,8148.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27693.533,62239.828,79378.43,88484.273,84333.18,84665.359,90449.703,87218.914,96145.836,80873.289,66278.477,54087.594,35035.137,28199.248,13839.992,9334.279,0.0,0.0,0.0,0.0,0.0,75.66733064,3.087,210.074,0.104
HK1089,0,3294322.25,3057145.0,3795112.25,2195000.25,1429600.75,567459.415,314749.965,211938.766,53359.004,52042.316,38161.715,21669.67,22017.229,16575.391,17226.922,19161.26,19597.396,23764.973,23188.463,16600.729,20485.055,28096.277,47969.813,46717.461,84046.695,57079.895,49398.074,37179.277,36254.352,15550.456,7292.454,0.0,83100.266,153114.203,263937.469,459893.813,653635.563,862593.813,1001992.5,949748.875,856539.688,668044.688,445047.406,289388.656,205476.234,134111.344,84940.148,57991.461,37996.598,22423.809,12579.844,1573.65,12307.633,30575.154,41453.961,54275.016,57001.629,67843.719,67375.828,79557.906,88496.195,73906.031,67004.578,52020.227,48237.031,29174.449,22046.107,15333.92,10770.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33250.809,73102.398,108691.164,120527.477,135646.25,140957.859,143115.484,147246.703,141001.125,125761.656,111542.258,81818.938,62412.102,49110.914,31488.596,19051.359,10216.668,8835.904,0.0,0.0,0.0,89.4,0.895,284.872,0.106
HK1093,0,2180718.0,2341623.0,2408744.5,1750262.75,994708.125,617521.398,434872.305,287658.016,87667.375,84028.406,77027.266,47524.598,36982.441,39025.758,30494.203,32472.09,34894.145,24776.82,23595.971,10271.481,9831.683,34499.566,68080.898,95157.992,119659.93,115753.398,135491.594,95262.945,72914.211,50415.277,35896.992,23060.445,136050.984,197217.5,239338.922,386498.75,513615.75,663181.25,667871.938,690097.375,774810.75,632225.063,599705.813,505454.375,429950.0,371455.719,299035.5,231667.688,164858.734,114820.258,84930.266,0.0,2323.764,8399.396,13220.872,16510.121,18104.568,24493.92,26132.977,33306.488,29809.447,30927.715,28422.672,26944.168,23590.65,18918.48,12190.486,10698.691,8700.561,7548.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14272.238,41830.563,58537.953,66229.867,79613.906,79502.875,86201.047,95936.578,88334.82,84052.43,66615.883,53135.359,50427.563,31305.797,25114.025,15848.388,13044.311,10215.779,0.0,0.0,0.0,38.27395369,0.462,99.658,0.267
HK1094,1,1624846.625,1790617.5,2056837.125,1645533.75,853719.188,549910.126,400613.25,324363.742,103695.516,86607.367,74020.859,42126.391,34252.414,25666.572,18427.066,18257.027,12848.63,8757.312,8883.215,0.0,0.0,22841.318,47923.195,73519.461,80503.633,97198.68,100856.25,80948.68,99881.031,50968.168,43925.457,25454.596,11726.496,18139.047,37915.512,73190.016,135881.391,216926.438,283746.281,378066.313,387256.906,388521.344,361296.563,287717.406,244313.234,208604.938,169727.922,119998.492,95831.219,61147.645,46412.707,0.0,3863.214,14263.275,26582.711,28021.064,35222.539,45292.637,50118.324,62746.172,55151.582,54593.336,49397.652,38264.848,31993.201,24977.113,17004.414,13219.353,9236.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12636.365,34452.082,59044.488,73365.625,86277.906,88618.813,97497.906,102315.117,98719.078,77023.5,64349.0,54411.148,43926.375,31356.979,19757.523,13938.412,9730.688,7902.38,0.0,0.0,0.0,151.8735043,4.344,53.653,0.102
HK1095,1,1383473.125,2464129.75,2094371.375,3442067.25,3156521.75,2589643.625,1840406.375,1557373.531,533214.5,531657.563,412844.063,234137.016,200101.844,111955.93,54158.566,41182.5,25119.521,0.0,0.0,0.0,0.0,241846.781,476676.938,651023.313,902832.563,1193967.125,1344035.125,891409.625,1143809.0,590623.0,398086.094,282247.844,178073.578,405379.594,641356.563,1331534.75,2158902.0,3415865.5,4371985.5,5475495.0,5857085.0,5921098.5,5322906.0,4343355.5,3703347.0,3122417.75,2621831.5,1947179.875,1475522.625,1044073.313,813923.313,0.0,1654.074,0.0,0.0,0.0,0.0,10571.938,11470.004,10629.767,10990.309,11171.359,7946.103,8168.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17250.963,23777.574,24177.102,25875.277,31504.105,31391.777,32364.875,24739.41,25185.262,24924.869,16766.107,14658.643,10132.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.6233032,100.864,4705.231,0.108
HK1097,0,602983.0,1089436.875,801546.125,1162359.625,724446.188,648181.086,385041.735,298343.422,80817.852,64587.59,46917.785,27568.082,24601.539,18969.408,13368.975,12901.631,9661.875,0.0,9578.911,0.0,7070.617,73655.273,146160.75,129754.828,156559.813,194918.5,116973.141,68002.43,98245.547,49847.648,22739.496,16930.525,268678.938,527709.375,839269.25,1784171.125,2838115.75,3632327.0,4117440.75,4333965.5,3948872.25,2859561.0,2153036.0,1306480.0,936713.5,590947.938,377538.75,211613.156,117500.75,64992.547,37061.859,0.0,2614.049,0.0,0.0,0.0,0.0,8022.212,10705.857,9118.507,9264.78,10256.98,9695.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10795.521,21202.367,28477.547,29862.877,31680.418,31447.373,32027.66,33990.48,31899.027,27691.865,23033.27,19388.664,11936.421,7564.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.2,37.029,77.372,0.111
HK1098,0,2157678.0,4992808.0,3424929.0,5883058.0,4872263.5,3983687.188,3162390.875,2340150.938,769399.625,691491.25,570129.938,387116.938,238425.047,169890.422,61618.16,50737.422,33231.59,0.0,13988.743,0.0,12256.552,558083.313,950957.625,1221101.25,1524005.125,1630716.375,1443151.5,1221850.0,942071.75,595339.688,289931.375,234571.5,1141094.375,2045345.375,2939206.75,5749040.5,8692291.0,10847184.0,11560108.0,12735458.0,11435064.0,8997141.0,6895442.0,4571910.5,3278093.25,2104427.25,1615648.125,986463.25,681357.188,407382.969,268527.219,7995.567,6891.489,13900.72,16510.469,22890.236,27266.85,37310.066,50472.563,43132.945,43664.738,43489.578,39429.891,34678.82,26883.676,23212.818,12847.444,8718.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24294.266,51528.188,69973.375,93640.25,99724.68,107226.109,115500.82,118651.461,116116.508,108186.031,98356.188,75961.93,57143.504,43106.734,25090.096,18226.764,8043.271,7625.105,0.0,0.0,0.0,89.55181302,0.0,66.197,0.17
HK1099,0,1332505.0,1047617.75,1253940.0,744709.75,436758.063,274285.895,165050.227,110782.102,42930.035,39317.863,33301.949,21312.699,15437.709,14372.308,10614.698,11107.55,13043.858,0.0,10611.488,0.0,0.0,21135.879,29712.504,37593.145,38345.887,37659.215,26435.705,11952.205,10815.34,0.0,0.0,0.0,122311.055,209997.219,247662.828,444473.375,653141.625,761871.938,743199.813,689114.688,603049.063,398782.406,263367.906,149400.219,93959.031,47477.109,26795.82,12815.675,0.0,0.0,0.0,4178.516,34149.957,65274.797,74540.688,105778.641,126922.883,149754.625,177454.453,178239.391,173692.641,154885.469,140249.516,114475.266,89493.016,58013.188,37010.613,24743.17,15014.796,10425.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81753.086,187758.797,304411.344,313367.719,359900.219,380440.469,383393.719,375733.844,385191.469,314960.781,288090.594,225229.297,167539.609,121432.352,71108.117,44453.992,27047.928,15700.454,10619.525,0.0,0.0,3.2,0.0,33.499,0.0
HK1101,0,179749.594,428764.719,308371.719,507951.406,399543.25,315447.133,237962.633,155972.051,51425.828,54732.641,29481.855,17988.678,11216.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19619.951,30552.229,41289.555,45266.828,34930.828,30870.916,20882.068,11315.409,0.0,0.0,0.0,31363.457,56785.465,97400.563,161463.063,278637.938,386999.906,467640.781,506782.563,486292.406,405033.438,332698.063,218341.656,153186.797,100769.148,69085.18,44448.984,27423.361,18151.561,11064.973,0.0,3184.539,8474.493,11409.776,10967.818,11569.5,14403.172,16677.064,14473.562,17875.041,14470.055,12623.508,11456.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13010.78,34119.469,38996.547,46759.785,46048.613,40493.883,49184.379,50160.633,46512.438,40352.332,33004.566,30631.611,19204.725,13347.223,8573.545,0.0,0.0,0.0,0.0,0.0,0.0,122.7720957,0.904,1081.498,0.101
HK1102,1,3335164.0,5402139.5,4596178.5,4793332.5,3238997.5,1794331.906,1174760.141,876884.501,247012.453,176581.703,184165.547,143524.172,136720.984,114200.375,116637.688,91024.234,125721.875,31491.42,92994.5,0.0,54304.238,191436.609,297500.938,314278.875,352754.594,334901.656,299146.688,168764.188,152560.5,78338.984,41327.473,40447.031,1633941.0,2526485.0,3524119.25,6342016.0,8757757.0,10478526.0,10745066.0,9687199.0,7597919.0,5330608.0,3589229.5,2104862.25,1273269.875,737268.688,445073.719,248883.672,151654.047,77651.453,51402.922,0.0,2437.234,0.0,9803.673,15972.52,21314.963,31794.594,32001.064,41388.633,36062.746,35790.742,29280.605,20733.73,14987.315,9869.738,7239.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21931.172,66330.469,91648.625,119078.5,119291.781,123632.594,149794.531,144501.203,129016.633,108441.938,83841.297,71138.242,44079.879,27671.506,15630.858,10625.239,0.0,0.0,0.0,0.0,0.0,164.8974334,248.614,790.0,0.15
HK1104,0,3848399.5,12741486.0,7193897.0,13639842.0,12825860.0,10144609.0,8585423.125,7823788.5,2437759.25,2205064.75,1623452.25,882674.25,583175.563,405575.813,158537.172,159610.453,17791.418,48980.27,30665.684,0.0,9928.135,1074608.0,2184991.0,2856328.0,4664292.5,5127718.0,3638985.75,2894654.75,2996491.25,1406753.5,923647.188,568726.375,1027722.875,1887765.125,3161944.5,5457479.5,9656743.0,14306340.0,17944496.0,21441764.0,21792768.0,19111174.0,15555034.0,11733818.0,8601023.0,6089271.5,4558803.0,2875056.0,2146456.0,1274512.875,938190.313,2004.578,14039.197,32839.563,36390.754,44086.02,52170.84,54440.594,57759.867,62138.125,52369.617,47582.996,43124.91,35116.66,28658.057,18039.404,12652.163,7021.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24778.264,60759.68,94555.758,96062.453,111774.953,110392.344,110094.344,111343.547,111398.109,93236.859,81176.961,72342.289,46911.641,32576.324,19362.516,11455.089,9922.291,0.0,0.0,0.0,0.0,38.0,221.986,1001.886,0.114
