,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.9964819968574112,7.0,0.03181220319467534,3.0,0.03550932359163039,12.0,5.266666666666667
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.35002506499033564,27.0,0.02315886904794151,10.0,0.037652048673852745,11.0,9.8
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.024760491223394864,7.0,0.03203082855417416,14.0,15.066666666666666
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.8077498290243105,13.0,0.01965384920740694,14.0,0.0,80.0,16.2
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107673634884676,3.0,0.010867614387994232,36.0,0.02048335371734611,24.0,16.333333333333332
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8027817889429996,14.0,0.014334946117291303,23.0,0.015431509006608612,35.0,16.4
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.018135626576948324,16.0,0.0794701654908867,1.0,17.2
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.037122462642959084,2.0,0.02919630125488215,17.0,18.0
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.024911568450750057,6.0,0.010975561345619944,43.0,20.933333333333334
POE30.SORBITAN,1.367913412793862,24.0,0.20560344827586197,23.0,1.0716200018984277,5.0,0.012445873173873554,28.0,0.013448342448939998,36.0,22.066666666666666
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.015454463375078198,19.0,0.009335800206651035,46.0,22.266666666666666
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.18479575017953673,42.0,0.008992384654147355,45.0,0.022133771893389165,20.0,23.733333333333334
POE20.SORBITAN,1.5526557195769268,10.0,0.22298850574712636,10.0,0.0,56.0,0.01342116412835077,26.0,0.012188321448155515,38.0,25.066666666666666
POE11,1.4106574694854468,22.0,0.20977011494252884,20.0,0.0,56.0,0.02150913264108532,11.0,0.021148394254951297,22.0,26.8
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.009475015196658144,41.0,0.04071559536229685,8.0,27.333333333333332
POE36.SORBITAN,1.3651920057019373,26.0,0.20071839080459775,28.0,0.5146922217080399,21.0,0.011457772448215015,34.0,0.006102677554273184,54.0,30.333333333333332
POE18.C16,1.3506778766347012,27.0,0.20201149425287346,26.0,0.0,56.0,0.023363263038321834,9.0,0.01624825391337925,33.0,30.933333333333334
POE29.SORBITAN,1.3691474354133608,23.0,0.2057471264367816,22.0,0.2662927915923343,33.0,0.014336997548649626,22.0,0.0,80.0,32.2
POE16.C16,1.3129792058585583,31.0,0.19683908045977017,33.5,0.0,56.0,0.012497936727361563,27.0,0.04441371433914321,5.0,32.666666666666664
POE32.C18,1.5151297376059107,12.0,0.18146551724137927,53.0,0.23115680511742148,38.0,0.012294577965137294,29.0,0.01569034518874113,34.0,33.333333333333336
POE10,1.2452114622184964,41.0,0.19339080459770108,40.0,0.3945195323711691,24.0,0.02120547356994546,12.0,0.01129331113305887,42.0,33.6
POE18,1.3368605379508773,28.0,0.20258620689655182,25.0,0.093128496549566,50.0,0.008118831147611739,49.0,0.02027678336239247,26.0,34.13333333333333
POE18.SORBITAN,1.4779705942590655,15.0,0.21494252873563213,15.5,0.0,56.0,0.011734783980283959,31.0,0.0,80.0,34.13333333333333
POE19,1.468037625118468,17.0,0.2152298850574712,14.0,0.0,56.0,0.005552761856554753,65.0,0.006560224242363244,51.0,34.93333333333333
POE21.SORBITAN,1.4652434662959692,18.0,0.21494252873563213,15.5,0.13197290974294745,45.0,0.00873831984577921,48.0,0.0,80.0,35.0
POE22.SORBITAN,1.6420956199849335,9.0,0.23117816091954024,9.0,0.0,56.0,0.005834499206449108,64.0,0.0,80.0,35.2
POE33.SORBITAN,1.4351958156012101,20.0,0.21106321839080455,18.0,0.09693811784353257,49.0,0.010844651615165258,37.0,0.0,80.0,35.53333333333333
POE23.SORBITAN,1.4196564970274432,21.0,0.21063218390804606,19.0,0.0,56.0,0.011878915148877633,30.0,0.0,80.0,36.53333333333333
