Model,CV_AUC,CV_std,Val_AUC,Sensitivity,Specificity
Logistic (L2),0.6458874458874458,0.06115698451154703,0.6155660377358492,0.875,0.5094339622641509
Logistic (L1),0.6718582887700535,0.05510045474912975,0.5625,0.875,0.3490566037735849
SVM Linear,0.6396422205245734,0.08854413585965464,0.5294811320754718,0.5,0.7264150943396226
SVM RBF,0.6277342755283932,0.05035015816691983,0.5931603773584906,1.0,0.29245283018867924
Random Forest,0.6605535395976573,0.03601964519232971,0.5330188679245282,1.0,0.19811320754716982
Gradient Boosting,0.6193738859180036,0.06082304105779559,0.48702830188679247,0.875,0.27358490566037735
XGBoost,0.6095954290807232,0.07392110724826453,0.5683962264150944,1.0,0.3113207547169811
