Model,CV_AUC,CV_std,Val_AUC,Sensitivity,Specificity
Logistic (L2),0.620104405398523,0.1012252166886714,0.6238207547169812,1.0,0.33962264150943394
Logistic (L1),0.6313852813852814,0.12321949179129513,0.6014150943396226,1.0,0.25471698113207547
SVM Linear,0.6105169340463459,0.10577261338710137,0.6155660377358491,0.75,0.5
SVM RBF,0.6484657499363381,0.10129685288033471,0.6084905660377359,0.25,1.0
Random Forest,0.605573593073593,0.11979442214683131,0.5271226415094339,0.75,0.39622641509433965
Gradient Boosting,0.6406512605042016,0.07804202157256766,0.5253537735849056,0.875,0.330188679245283
XGBoost,0.6320187165775402,0.13540626098849567,0.5483490566037736,0.75,0.39622641509433965
