,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9761643422658872,3.0,0.2633195148165208,2.0,0.4393420249829689,14.0,0.01913909166396326,10.0,0.04781370765961879,5.0,6.133333333333334
POE31.C18,1.9794472295348549,2.0,0.23230462152617837,7.0,0.48905094792082354,13.0,0.017499095201383513,15.0,0.02922053182927531,13.0,8.733333333333333
POE15,2.0211128780200776,1.0,0.26700445263319517,1.0,0.0,41.0,0.015791479144757186,21.0,0.045825734670509766,6.0,12.333333333333334
POE17,1.7240707936461481,6.0,0.24182404421925385,4.0,0.0,41.0,0.011826514628195324,34.0,0.07905288295819801,1.0,15.533333333333333
POE12,1.6348076035988202,9.0,0.23384001228312612,6.0,0.0,41.0,0.015111473224338819,25.0,0.040661659546151085,9.0,16.733333333333334
POE13,1.7067215984338138,7.0,0.2402886534623061,5.0,0.0,41.0,0.030233994584439414,2.0,0.009229574147278319,43.0,17.4
POE16,1.9724415930199957,4.0,0.2630124366651312,3.0,0.0,41.0,0.017284698691637332,16.0,0.005617969495168351,49.0,18.733333333333334
POE24.SORBITAN,1.4891046858908572,13.0,0.22032857362198688,12.0,0.0,41.0,0.023682259748360288,4.0,0.01871000941479828,30.0,19.4
POE26.SORBITAN,1.4601266476529067,17.0,0.217564870259481,15.0,0.0,41.0,0.016292280363761867,18.0,0.02347687875783122,20.0,21.8
POE30.C18,1.7722045677417937,5.0,0.23199754337478895,8.0,0.49191724904414325,12.0,0.007004164375109999,58.0,0.0,77.5,23.933333333333334
POE19,1.5020703833832207,11.0,0.221556886227545,11.0,0.0,41.0,0.015054851023734392,26.0,0.0063945695640499345,48.0,23.933333333333334
POE22.SORBITAN,1.5760605186781178,10.0,0.2284661446338092,10.0,0.0,41.0,0.017049788494059488,17.0,0.0,77.5,26.133333333333333
POE18,1.3873367203999298,24.0,0.21050207277752198,22.0,0.0,41.0,0.015489669738571332,24.0,0.022432603459950018,21.0,26.466666666666665
POE35.SORBITAN,1.6449710276795504,8.0,0.23184400429909413,9.0,0.2754451772326119,20.0,0.006948253907543367,59.0,0.0,77.5,26.733333333333334
POE20.SORBITAN,1.4870921058430726,14.0,0.22002149547059724,13.0,0.0,41.0,0.011026250379165771,37.0,0.005441149660381894,50.0,27.0
POE30.SORBITAN,1.4049158049863086,21.0,0.21219100261016433,20.0,0.5665201617304312,7.0,0.0064269567333521405,64.0,0.002350907483289255,52.0,27.8
POE36.SORBITAN,1.4808624071431047,15.0,0.21418701059419631,16.0,0.5052573458552525,10.0,0.004298151347277008,80.0,0.0005584280345447556,55.0,28.266666666666666
POE24.C16,1.2691666486075994,32.0,0.1979118685705512,30.0,0.2009649860030062,23.0,0.015751725796559705,22.0,0.013157930245988103,38.0,29.133333333333333
POE11,1.381093389650722,25.0,0.20988791647474292,23.5,0.0,41.0,0.008399941922507502,53.0,0.028722448794263222,14.0,30.066666666666666
POE34.SORBITAN,1.3505962366271547,26.0,0.20466758790112083,26.0,0.0,41.0,0.011131277756318452,36.0,0.021593092836312167,25.0,30.2
POE21.SORBITAN,1.419033868540701,19.0,0.21357285429141726,18.0,0.07183010717694308,34.0,0.01464896058683015,27.0,0.0,77.5,30.6
POE23.SORBITAN,1.396742277187308,22.0,0.21142330723169045,21.0,0.0,41.0,0.021095860683719065,8.0,0.0,77.5,31.066666666666666
POE10,1.2059867789647554,38.0,0.19207738369415006,34.0,0.0,41.0,0.02323456139694188,6.0,0.019618226026872687,28.0,31.933333333333334
POE15.C16,1.2120623641085626,37.0,0.18532166436358044,39.0,0.08179464949410481,33.0,0.010989548690121127,38.0,0.033896261006116424,11.0,33.4
