,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9761643422658872,3.0,0.2633195148165208,2.0,0.4387319876407107,15.0,0.024228405855559125,5.0,0.04781370765961879,6.0,5.8
POE15,2.0211128780200776,1.0,0.26700445263319517,1.0,0.0,41.0,0.03129448560465902,3.0,0.045825734670509766,7.0,10.066666666666666
POE17,1.7240707936461481,6.0,0.24182404421925385,4.0,0.0,41.0,0.02122484848139493,11.0,0.07905288295819801,1.0,12.466666666666667
POE12,1.6348076035988202,9.0,0.23384001228312612,6.0,0.0,41.0,0.032499880966651414,2.0,0.040661659546151085,9.0,13.666666666666666
POE31.C18,1.9794472295348549,2.0,0.23230462152617837,7.0,0.4889736975967792,13.0,0.015147346867489017,26.0,0.004317200314759129,52.0,15.4
POE30.C18,1.7722045677417937,5.0,0.23199754337478895,8.0,0.49191642217704606,12.0,0.01613909874162965,25.0,0.003569411144139112,53.0,16.266666666666666
POE13,1.7067215984338138,7.0,0.2402886534623061,5.0,0.0,41.0,0.027531155984637307,4.0,0.009229574147278319,43.0,17.666666666666668
POE16,1.9724415930199957,4.0,0.2630124366651312,3.0,0.0,41.0,0.018428129599663518,18.0,0.005617969495168351,49.0,19.0
POE24.SORBITAN,1.4891046858908572,13.0,0.22032857362198688,12.0,0.0,41.0,0.020179506975267467,14.0,0.01871000941479828,27.0,20.333333333333332
POE35.SORBITAN,1.6449710276795504,8.0,0.23184400429909413,9.0,0.27567823803594965,20.0,0.009176583348201428,42.0,0.0028666279596569755,55.0,21.466666666666665
POE36.SORBITAN,1.4808624071431047,15.0,0.21418701059419631,16.0,0.5050458287715215,10.0,0.009793720511873962,39.0,0.007455546706928606,46.0,21.6
POE18,1.3873367203999298,24.0,0.21050207277752198,22.0,0.0,41.0,0.023500499368251587,6.0,0.022432603459950018,23.0,24.333333333333332
POE11,1.381093389650722,25.0,0.20988791647474292,23.5,0.0,41.0,0.022149716139762972,9.0,0.028722448794263222,15.0,24.333333333333332
POE19,1.5020703833832207,11.0,0.221556886227545,11.0,0.0,41.0,0.011081061694731144,35.0,0.0063945695640499345,48.0,25.133333333333333
POE30.SORBITAN,1.4049158049863086,21.0,0.21219100261016433,20.0,0.5665018318795864,7.0,0.005452865156084457,61.0,0.011504860326562394,39.0,25.666666666666668
POE26.SORBITAN,1.4601266476529067,17.0,0.217564870259481,15.0,0.0,41.0,0.00649913698611267,57.0,0.02347687875783122,20.0,27.0
POE33.SORBITAN,1.4939892140420974,12.0,0.219560878243513,14.0,0.0,41.0,0.008860551802277905,45.0,0.0,82.0,32.06666666666667
POE22.SORBITAN,1.5760605186781178,10.0,0.2284661446338092,10.0,0.0,41.0,0.006409007281770381,58.0,0.0,82.0,32.2
