Group,POE10,POE12,POE11,POE13,POE14,POE15,POE16,POE17,POE18,POE19,POE20,POE21,POE22,POE23,POE24,POE25,POE26,POE27,POE28,POE29,POE30,POE12.ISOSORBITAN,POE13.ISOSORBITAN,POE14.ISOSORBITAN,POE15.ISOSORBITAN,POE16.ISOSORBITAN,POE17.ISOSORBITAN,POE18.ISOSORBITAN,POE19.ISOSORBITAN,POE20.ISOSORBITAN,POE21.ISOSORBITAN,POE22.ISOSORBITAN,POE18.SORBITAN,POE19.SORBITAN,POE20.SORBITAN,POE21.SORBITAN,POE22.SORBITAN,POE23.SORBITAN,POE24.SORBITAN,POE25.SORBITAN,POE26.SORBITAN,POE27.SORBITAN,POE28.SORBITAN,POE29.SORBITAN,POE30.SORBITAN,POE31.SORBITAN,POE32.SORBITAN,POE33.SORBITAN,POE34.SORBITAN,POE35.SORBITAN,POE36.SORBITAN,POE13.C16,POE14.C16,POE15.C16,POE16.C16,POE17.C16,POE18.C16,POE19.C16,POE20.C16,POE21.C16,POE22.C16,POE23.C16,POE24.C16,POE25.C16,POE26.C16,POE27.C16,POE28.C16,POE29.C16,POE30.C16,POE31.C16,POE32.C16,POE33.C16,POE34.C16,POE35.C16,POE36.C16,POE38.C16,POE37.C16,POE39.C16,POE14.C18,POE15.C18,POE16.C18,POE17.C18,POE18.C18,POE19.C18,POE20.C18,POE21.C18,POE22.C18,POE23.C18,POE24.C18,POE25.C18,POE26.C18,POE27.C18,POE28.C18,POE29.C18,POE30.C18,POE31.C18,POE32.C18,POE33.C18,POE34.C18,,,,,
0,37504092,37061160,40528364,25041436,12854589,6612264.438,3766042,2126276.875,520620.188,428935.688,252960.578,217887.328,144369.953,91419.32,95378.516,81460,84711.883,67298.906,72549.531,46521.633,48703.984,190102.219,354122.344,495429.031,599156.688,653288.563,461454.563,482574.375,363058.813,217994.156,139685.734,91174.68,227295.922,446040.219,653646.688,1520965.5,2424583.75,3532654.75,4233301,4800797,4903582.5,4263983.5,3668830.75,2868786.25,2205313.25,1675816.625,1371024.625,921633.938,658941.188,389857.781,268950.938,0,4442.607,13923.711,16891.863,22049.334,21030.436,24387.98,30064.705,26288.865,29737.479,24792.197,22282.795,22532.68,13459.083,9224.105,8222.518,0,0,0,0,0,0,0,0,0,0,0,832495.438,1912677.5,2292462.25,2191493.25,2169039.25,1877063.875,1637146.875,1334801.875,998325.75,672464.375,455570.094,302052.438,198234.609,120433.797,73952.422,40477.496,29347.893,17496.162,12465.778,7737.686,8747.101,,,,,
0,1235019.125,1012028.063,1183360.25,729294.5,446623.5,334087.188,250702.605,186676.555,57357.703,63621.223,43681.805,36276.844,31659.896,27175.691,29123.527,30482.668,38490.117,40491.668,41082.199,30699.555,29827.732,26032.162,48338.254,75185.008,77856.453,83072.203,77551.359,73890.758,59164.977,41950.051,20726.668,15092.697,95325,111582.211,127806.117,227965.016,353129.719,402550.094,427604.438,427534.563,394902.094,309050.406,257749.578,203018.859,151822.219,101298.922,79872.742,47135.828,33153.48,20314.543,15477.965,0,6859.182,18356.334,23236.498,23724.174,30423.24,35604.453,47583.531,48452.859,44576.504,45311.332,37014.746,32383.637,26736.008,18690.391,14244.718,8668.823,0,0,0,0,0,0,0,0,0,0,17130.457,54006.305,76296.922,78253.906,90879.461,93787.555,92126.211,94808.969,91114.961,79677.023,66146.969,54557.773,40336.664,34341.844,17931.027,13664.131,8184.069,0,0,0,0,,,,,
0,894798.063,1877026.25,1387275.25,1976976.625,1502567.375,1109075.422,758080.688,483435.406,108681.078,86074.742,54192.914,30336.334,16322.914,16082.508,9454.302,8033.537,0,0,0,0,0,122445.43,180098.625,223818.016,240152.828,206195.156,146327.266,111895.992,79429,44899.773,24607.492,17545.947,232865.359,340923.594,573378.188,1044568.563,1730700.625,2172147,2300726.75,2425134.25,2124173.5,1792406.625,1442295.875,1018847.125,773825.938,508493.688,407217.313,268212.219,178790.406,94494.414,66950.82,4211.952,28897.928,73059.789,85597.547,94244.219,111126.758,135042,154607.297,177402.859,171574.344,155760.547,133391.234,110289.422,82721.625,53739.035,39535.531,24280.48,13762.67,8418.9,0,0,0,0,0,0,0,0,117772.703,263590.563,397972.25,378828.656,450843.594,408035.531,448596.906,431671.25,404673.313,325137.219,273747.938,229050.75,170772.359,122626.031,62999.539,39816.855,27369.762,17252.344,9332.613,0,0,,,,,
0,8062418,17248708,13029735,18077358,13719951,10206549.5,7010363.625,4556203.625,985216.5,780645.375,474936.625,292405.719,205549.344,157635.422,110167.945,72320.039,76601.531,0,54089.98,0,13778.692,1387648.5,2369928.5,2610642.25,3112511.25,2854719.75,2324597.75,1386743.625,1135850.25,589736.5,364759.75,277265.719,5658724.5,10234918,14816326,32503274,48806360,60897208,65862272,65754560,56591376,45016652,36985180,25045384,18269440,11775196,8697331,5024904,3221448.5,1687570.25,993183,0,6123.15,16980.408,26049.09,35161.383,37527.023,49162.359,75933.117,77014.117,86260.539,87899.359,84763.023,77859.289,72167.602,58006.309,43946.613,36583.32,29232.031,20883.439,18975.945,10895.163,10046.04,0,0,0,0,0,10188.233,32289.875,61759.293,77970.328,102815.578,117504.609,160007.297,175669.141,180278.516,162049.047,161044.328,153090.25,120915.266,114219.328,82695.242,62624.773,43809.277,37120.949,27898.678,17680.08,9239.22,,,,,
0,1032912.313,3543095.25,2018619.375,4504091,3931529,3255531.969,2513480.219,1780421.875,440267.5,460962,273813.188,187638.781,106755.867,67049.711,35649.016,27089.742,16460.98,14637.868,0,8207.563,0,0,15373.047,23757.48,17228.564,15111.638,12835.292,7359.01,0,0,0,0,13936.115,15677.365,28771.424,50919.465,101307.336,100768.094,136987.281,133983.406,126413.148,86493.883,71933.594,49859.324,34020.699,22645.975,16584.43,11719.892,0,0,0,5599.27,29578.553,63460.68,80639.438,93672.227,104331.703,114972.75,130083.641,144973.219,124363.766,124697.25,104081.898,73497.273,58915.145,39434.52,27636.262,19447.18,11598.659,0,0,0,0,0,0,0,0,0,89962.461,242313.656,297083.281,322244.031,324363.656,321936.25,351712.688,334541.688,301001.906,262254.844,204529.172,181824.438,126260.883,95973.438,53668.324,37558.348,19026.307,13572.313,7798.678,0,0,,,,,
0,944630.125,1187919,1047187.75,1040103.688,779502,559506.262,392253.219,281022.321,75415.32,68057.258,48779.715,33634.273,27839.725,27023.957,20067.832,18959.248,19594.832,20992.916,17709.715,9616.3,10993.394,29901.994,63397.754,84688.195,117510.547,92541.219,92786.211,56578.973,55668.992,30299.148,16206.121,11069.084,47612.871,69786.539,135114.688,289875,536849.5,723677.25,916768,1021125.313,1033843.188,875613.813,696431.125,475180.656,374539.531,285487,203530.906,146674.719,98602.773,65073.535,43120.625,0,4168.61,0,20177.908,31558.143,31967.482,42837.227,70146.563,73776.477,74146.594,66505.492,58084.07,44099.297,19997.418,24789.76,14884.158,9229.849,0,0,0,0,0,0,0,0,0,0,22738.977,67097.391,80465.703,94582.039,113528.781,126636.219,148611.172,166961,165131.266,134190.984,116064.75,99442.008,68994.656,25966.959,26860.004,23879.088,18308.201,11205.014,9481.485,7985.216,0,,,,,
0,2824397.25,2409011.75,2848956.25,1673138.375,983113,618868.336,434000.75,308256.508,83413.711,82771.188,75264.633,63968.227,62892.781,65482.359,55663.066,55745.906,46690.023,37374.402,29036.045,18937.613,16290.05,29172.934,54251.57,79481.148,115310.75,78611.695,87967.57,48505.844,58391.129,28325.814,16216.207,8105.467,64739.813,106329.07,157711.016,339778.719,629098,898179.813,1007573.625,1132626.5,1065783.125,931662.563,768257.875,491585.844,422175.344,311117.969,238055.359,158574.422,107637.719,61205.531,39481.305,3433.449,24285.838,49960.949,64886.836,70956.07,88442.398,122332.414,163861.094,170137.906,157081.125,152949,136054.281,111884.148,91230.578,70115.344,40407.633,31489.572,22768.654,15125.402,10538.521,0,0,0,0,0,0,0,99712.5,227442.188,337492.125,343528.719,410189.406,408864.531,451793.125,421706.125,405583.281,376526.625,295415.375,247437.281,192118.047,139377,99054.156,67172.789,44820.82,29617.621,20592.965,13310.066,8670.097,,,,,
0,218590.406,352058.094,285834.156,381954,306528.969,248510.94,195253.004,135544.285,42491.137,34485.668,25153.988,17872.783,14816.802,10502.339,12594.063,11462.306,13115.902,19013.229,10540.991,10296.089,0,0,9507.465,8362.835,12327.102,7773.691,0,0,0,0,0,0,7385.61,0,16031.237,9065.092,53749.387,26120.119,75118.469,51507.066,85527.195,62596.598,60898.754,41350.813,35401.727,27689.047,21338.324,15961.768,9959.423,7514.453,0,0,11957.86,40965.277,60716.141,90676.984,93007.234,114660.359,168445.609,168358.625,179381.375,173769.188,156942.547,118468.078,79674.203,59710.645,39714.191,21950.744,11770.394,7799.281,0,0,0,0,0,0,0,0,44346.57,132392.234,184740.75,262457.594,306981.969,319493.406,376324.125,408204,380724.156,314217.656,309322.969,256224.141,183881.766,122877.625,74086.336,44817.137,28228.861,14111.404,9733.997,0,0,,,,,
0,16784236,15038729,17238876,10178855,4591405,2084101.969,872647.547,360930.429,65046.707,45063.906,27233.779,23135.135,14963.517,16502.521,10956.214,12664.773,12723.948,12917.174,7282.222,7185.284,0,0,13795.244,17110.135,20839.049,16364.93,16292.628,9919.268,8199.203,0,0,0,0,0,12822.768,16137.041,54430.609,55811.895,79492.758,86269.063,90323.672,79404.719,71706.43,50787.727,40969.344,30704.93,24376.219,17636.135,11237.863,7761.023,0,0,0,0,0,10326.564,11256.142,16240.77,21663.389,21231.857,23801.008,11228.685,18569.996,13744.729,10028.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17698.885,21703.523,28023.928,29342.875,36949.027,37551.504,40386.348,37532.488,31068.535,34296.016,24120.131,18615.693,13906.959,7604.472,0,0,0,0,0,0,,,,,
0,6235727.5,19905014,12622381,21502564,16758431,11368563.13,7504150.125,4655424.125,1004570.813,812189.875,414501.344,279195.313,155086.109,77198,64890.379,53218.621,52134.398,42471.527,46911.438,34725.078,49970.313,38153.004,62210.984,72075.953,80695.469,76344.336,72471.406,46345.324,42458.613,23095.805,15754.229,10323.337,77464.313,152375.531,311123.281,679196.75,1077542,1545385.75,1960203.375,2106239.5,2247789.5,1973648.25,1641033.875,1164609.125,869300.625,624708.813,459139.063,298148.5,195685.719,125310.352,81720.172,0,8664.018,20145.928,28282.627,30513.182,28314.67,31030.135,29861.213,32438.246,26492.305,23850.33,21542.76,17367.775,13670.294,11528.03,0,0,0,0,0,0,0,0,0,0,0,0,8985.592,23270.309,34813.422,42455.906,40291.527,45450.086,50897.207,45765.746,40370.641,34528.516,30494.336,26317.17,18911.293,15015.403,9104.822,0,0,0,0,0,0,,,,,
0,952668.938,2244163.75,1521338.5,2720525.75,2282463.25,1838050.703,1325503.938,880079.36,191020.328,146183.094,103169.391,65090.789,44189.609,31802.041,25638.863,24694.75,26373.623,21980.486,23768.814,7406.754,22324.924,95379.984,194102.953,233947.203,272434.438,200065.781,164595.906,100559.469,83976.469,54012.285,32401.689,27941.434,31710.234,36686.984,89789.82,155759.625,389192.969,569459.063,861825.563,1121378.875,1452593.75,1371429.625,1392711.375,1115389.375,989133,808022.25,681565,507196.625,395445.375,270370.781,209293.094,0,0,16289.261,21545.703,30753.832,38417.914,52635.32,88746.555,93135.008,102730.219,99355.703,81562.031,59594.695,50206.031,40692.363,28220.795,18041.17,0,8000.428,7787.743,0,0,0,0,0,0,0,9929.116,18727.432,56328.094,78144.797,102402.195,121235.516,139466.516,174504.563,159798.953,147024.188,134906.969,113264.602,86081.078,62931.867,35249.344,29023.256,9356.487,13876.219,9831.58,7593.307,0,,,,,
0,3724062.5,3984304,4143853.5,3214662.25,2171689.5,1560439.047,1082305.188,742353.688,169754.469,137259.641,97629.688,67903.141,50139.582,39396.027,28457.24,24547.908,25935.828,0,15751.698,0,11324.264,134241.484,248030.766,292264.875,331368.094,272255.75,256133.531,165098.125,147571.875,81054.633,57056.938,39516.461,542604.313,1059604.875,1390956.875,2747399.75,4386683.5,5198919,5860036.5,5663379.5,5505607.5,4234815.5,3390171.25,2221123.75,1678199.75,1161497.875,848325.75,518978.219,389154.719,232306.203,169846.313,0,8999.884,29085.334,51615.414,73080.492,88151.922,117842.164,167400.203,172892.641,192235.25,193621.5,167661.594,112506.125,95719.789,63557.566,44726.66,29282.393,7393.336,12247.786,8292.971,0,0,0,0,0,0,0,38286.027,112294.195,171900.969,211726.516,267150.094,286241.813,351733.875,201594.531,406902.406,332456.063,306723.969,234744.766,173358.109,127980.883,69436.18,53330.902,28540.752,19437.215,13747.148,0,0,,,,,
0,12150836,5082463.5,8214317.5,2677974,1263143.75,756434.415,517773.086,354375.664,87746.133,112038.375,91911.477,69904.508,55571.582,59941.172,65719.961,72362.609,79447.977,77895.953,66945.594,65864.031,52654.371,40619.117,72762.727,102025.539,110946.273,89251.375,106509.969,60982.23,56934.293,32414.33,16799.396,14611.24,20994.211,27677.863,53207.543,103247.586,222058.891,300945.656,411234.656,477800.656,595734.188,570296,487737.5,411172.906,333975.469,280694.844,246700.547,173767.281,128197.32,83028.281,58817.719,3585.575,41312.781,102482.602,144866.578,174650.859,209252.391,277150.844,330398.938,349926.625,345527.156,352363.469,299652.906,251474.891,200857.859,138142.063,101572.336,78957.195,55922.996,37016.375,24761.875,16017.038,9789.782,0,0,0,0,0,61483.672,188257,267394.656,323183.969,408053.063,451530.469,452877.438,470133.656,474138.594,387534.219,345343.313,297602.719,213804.297,169330.719,106850.156,75499.453,51436.699,38947.441,28137.373,17340.994,10800.331,,,,,
0,12646491,14206104,15282365,9893657,4873990,2868259.125,1929153.969,1498090.969,813287.313,1444281.125,2398933.25,4350752.5,8104631.5,13191771,22774360,34382324,44995664,50053524,52244004,48252828,49070048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12362.342,7748.458,14724.476,10561.887,14406.841,10792.805,9385.964,0,0,0,0,0,0,0,0,2145.321,2323.605,0,0,0,7292.275,9750.123,8599.513,13097.296,11604.546,11716.568,9890.472,9881.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9066.264,19944.344,27865.449,31326.244,34933.77,32454.209,36818.566,37629.469,30834.432,32171.342,25273.342,26945.4,18806.998,12069.153,10187.222,7439.14,0,0,0,0,0,,,,,
0,90092312,84632888,90326800,75962424,60272012,47159461,32820575,21869002,5955208.5,4216465,2793097.5,1658523.25,1095948,605698.625,420581.688,291642.344,223936.469,144666.188,94787.789,62139.508,41390.703,0,0,0,0,0,0,0,0,0,0,0,8774.116,7740.588,24256.199,13907.664,65384.066,67633.891,75658.07,61363.91,65378.379,41832.961,34073.313,32368.629,12978.278,20108.588,0,12193.223,0,8523.349,0,4119.314,47366.688,106958.953,138940.031,158091.281,206748.031,259953.469,335552.063,341359.719,377213.781,376165.688,305960.469,261916.094,199390.125,151844.156,102655.281,71553.156,50818.668,33873.941,25240.559,15144.964,10359.621,8028.614,0,0,0,0,126255.234,488895.281,547282.188,590607.438,714871.25,809562.188,967909.5,919630.5,924021.938,756388.25,699460.75,564852.875,435343.594,310971,205591.063,148625.141,100196.156,71560.461,39102.422,23888.467,17184.801,,,,,
1,266503.625,427366.188,328228.781,425444.844,324331.406,262874.258,217980.403,171029.484,58452.297,51478.234,38798.047,22578.967,21092.117,15611.914,17478.381,12973.216,12943.576,10982.759,10787.516,0,7399.21,13315.715,29960.357,41908.383,58801.559,64020.633,60680.68,48167.418,42834,29233.766,15390.658,13158.324,14974.56,20279.188,50445.91,82698.398,180556.703,246031.734,333579.156,422274.281,431657.219,337674.875,309509.688,238812.859,179896.813,124923.492,100518.297,64067.754,43881.551,26549.902,18284.336,0,15849.673,36993.996,43858.113,52509.125,53955.996,59695.172,67941.258,73620.469,72170.242,66063.523,56743.852,44613.863,36799.887,26728.195,14794.092,11213.656,8733.992,0,0,0,0,0,0,0,0,0,52592.777,126614.875,151580.063,177186.859,178844.922,189952.688,198916.203,180935.078,169006.125,151301.422,125980.414,100154.18,80820.625,62765.57,36971.375,24213.43,13128.61,10030.279,0,0,0,,,,,
0,267099.125,306347.125,272223.156,276802.906,208025.234,146411.268,118727.492,87016.201,30740.357,22056.41,10465.589,10653.104,9976.912,7708.518,7658.736,7965.441,0,7290.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8469.131,15989.087,22789.957,52276.32,58656.164,81903.25,76163.625,75409.273,58804.367,48286.152,29601.68,25607.789,16529.422,11624.07,7626.295,0,0,0,5840.892,28097.629,72730.719,79392.648,79014.664,91265.352,89809.344,118232.617,113651.305,115503.43,104436.313,88677.258,71636.297,56478.109,38186.137,23304.732,17259.563,11044.121,7606.922,0,0,0,0,0,0,0,0,124884.523,288554.25,339387.125,367334.625,382691.969,365464.219,367828.719,335591.625,306927.406,261809.063,217417.141,186289.094,142944.203,96171.805,56022.035,37816.563,23540.625,13467.603,9886.691,0,0,,,,,
0,2010246.5,1788617.75,2282385,1394180.625,669541.125,395783.98,263013.641,188811.625,71471.031,125392.836,172699.813,186425.063,296971.375,365444.438,448160.594,522481.688,583194.875,580895.188,489239.031,399671.969,322439.656,0,11347.941,11422.359,15679.48,13119.69,16627.898,10088.185,0,0,0,0,12030.912,9576.408,24861.135,35869.922,66461.891,78228.578,91426.141,96206.297,84679.125,73607.93,62986.449,53474.242,34592.691,29469.488,20022.73,12026.55,8821.979,0,0,0,5893.211,17998.352,26251.797,31852.541,35645.746,55017.445,67785.875,77770.664,77207.352,76454.25,69634.148,64448.063,50262.879,40769.328,32936.984,22472.461,16240.699,12500.462,7160.591,0,0,0,0,0,0,0,13838.22,44761.449,69519.945,83933.219,102914.352,118630.914,149592.313,143987.938,125732.406,107268.891,105602.258,83778.234,72849.836,58815.91,33990.535,30159.322,20693.279,12658.907,8692.316,0,0,,,,,
0,7637805,11636412,9898566,10471421,6695555.5,4174392.625,2509857.656,1375711.406,305134.469,196491.188,118668.156,67819.922,34291.051,26581.969,12179.754,0,11013.916,0,0,0,0,238287.344,342619.094,338704,343393,272351.75,156967.078,84476.305,52031.93,36293.867,9695.122,13166.512,1796433.25,3098847.75,4264831.5,8545346,12038755,15151746,14523259,13442085,11107091,7594540,5405727,2999230,2005823.125,1156388.875,782307.813,433398.375,255312.734,140082.5,84302.992,4840.764,44617.859,100188.445,124481.32,126477.633,160834.047,187587.813,222477.438,258753.219,238755.469,207382,162099.188,134779.016,100518.469,69988.297,45854.277,32226.215,19140.564,11472.615,9101.34,0,0,0,0,0,0,0,132639.156,405326.219,513190.313,620449.625,656694.438,698114.125,688089.188,751337.188,629135.25,570619.063,441400.688,363364.719,256921.641,171430.031,103216.977,69154.063,43530.121,23390.99,15008.158,7731.729,0,,,,,
0,1410533.75,2425977.5,1886610.625,2592250.25,2006765,1576916.484,1172589.688,783500.704,215144.156,180627.703,112156.07,73544.977,51978.594,30013.338,28469.516,28439.947,25649.311,9102.342,21086.498,0,11575.247,103321.398,166818.828,195049.594,226006.203,195485.531,159185.891,126931.797,77432.945,43526.07,28673.633,15731.983,131671.703,272469.531,412060.344,991429.063,1672311.125,2449825,2763233.75,2860531.5,2694312.75,2310029.25,1784381.25,1168673.5,889078.75,649011.125,450463.844,278115.625,177527.719,104387.578,62141.398,5206.55,54735.934,142668.281,146654.969,170820.203,193847.547,247898.313,250220.594,266405.438,248198.156,248627.109,214579.688,182304.281,145852.422,111982.781,80773.891,64264.063,45921.191,29627.439,21715.641,17071.582,12261.111,9429.194,0,2007.457,0,0,177388.469,510966.125,570950.75,618897.875,697000.688,711140.875,738768.625,750984.625,720627.625,589676.75,492853.688,430095.938,348053.938,255630.484,169832.859,133837.063,103006.719,75409.445,51940.941,35036.824,22768.371,,,,,
0,771768.188,1427683.125,1122616.375,1578489.25,1188614.75,877518.782,651828.891,426357.313,89858.047,83744.414,52324.137,35390.73,25123.652,19013.811,15976.009,14626.374,14191.057,14435.646,12700.17,8786.127,9964.854,13744.056,25339.781,27485.74,36881.906,29005.262,29315.705,14069.307,13956.01,7054.604,0,0,9739.752,12685.165,30902.805,60227.914,136721.094,188200.203,245759.219,302755.969,333754.594,316198.063,277901.344,198869.297,164677.438,128038.273,101986.461,68731.977,52497.246,34370.148,22114.873,0,0,20424.564,21483.398,38446.203,43020.008,58378.105,78843.445,82754,98837.438,87343.5,84930.375,62494.867,46353.977,19799.609,11928.264,0,0,0,0,0,0,0,0,0,0,0,29201.83,96930.477,118473.102,144933.031,164773.703,198226.781,217093.563,241046.953,222982.859,182767.219,178713.906,143841.016,92359.383,67334.828,41015.711,23521.809,16894.48,9625.105,0,0,0,,,,,
0,1765142,4238775,3015554.75,4452562,3268457,2447196.625,1714552.031,1024225.094,265062.188,203470.109,129138.984,68821.602,35658.711,22225.779,15268.099,13889.271,9286.518,9793.481,0,0,0,9580.998,14492.029,17678.576,24701.029,26751.568,20230.551,17110.602,15831.873,0,0,0,7585.309,8241.821,18933.557,27251.615,74638.813,101731.641,125847.492,138923.281,159027.891,146724.984,116488.758,95289.617,76826.898,58137.105,41882.512,26349.502,18816.248,12048.081,7615.296,2777.758,24593.791,54138.957,69825.602,80627.953,103075.719,106919.516,115824.211,121409.914,120429.875,104532.406,85370.555,72467.016,54416.008,39896.59,27555.676,17490.855,10557.641,0,0,0,0,0,0,0,0,0,81838.641,236797.453,322579.219,336359.438,361242.563,376981.188,369763.875,361816.969,330292.469,282548.625,231767.766,191438.219,143733.875,98572.172,67191.461,38300.055,24887.768,16600.379,8972.016,0,0,,,,,
0,676551,437625.844,587541.563,280789.375,149966.609,113076.921,79707.586,56395.746,26216.131,31547.424,17328.566,16202.132,12336.74,14490.121,14660.294,23046.053,18130.791,22437.889,16718.822,15374.661,12711.403,0,0,0,0,0,0,0,0,0,0,0,24870.922,12093.263,25210.395,18768.447,57016.25,18262.607,51020.855,32381.65,42196.656,28774.104,21087.701,15601.288,10462.734,0,0,0,0,0,0,0,5898.917,14678.626,15210.436,27148.129,39403.648,48737.824,62856.629,70671.898,59164.566,54672.23,50119.121,39130.43,32651.064,29014.848,18308.293,10783.113,9399.997,0,0,0,0,0,0,0,0,0,8368.159,38415.367,47318.645,57474.176,68654.602,83331.516,92512.82,95686.883,98471.648,83224.047,78486.352,70405.242,52380.57,44913.617,27625.777,15622.595,12979.516,10374.437,0,0,0,,,,,
0,2131845.25,3023287.5,2916260,2706331.75,1603458.5,991463.86,644491.266,403617.86,110266.578,99103.242,61306.586,51250.586,44465.297,43793.582,40322.602,42858.859,34137.043,32067.346,27405.408,14712.326,19275.719,84296.766,194958.078,79135.047,105916.047,31022.15,34096.875,13121.357,14978.451,12993.803,0,0,16662.939,13686.921,32205.518,49930.648,101578.93,114614.617,147001.313,150591.172,128906.172,98534.516,67222.961,49205.938,29940.063,25385.418,12392.527,13803.128,0,7096.023,0,5084.408,33170.453,68661.891,79396.047,87572.258,90730.938,103669.414,116434.422,118362.023,131109.203,104924.234,89862.695,78423.586,57411.098,39604.938,26640.486,18219.043,11461.033,7246.091,0,0,0,0,0,0,0,0,90652.391,284854.875,321568.094,336817.813,356514.438,349776.875,345377.5,333421.781,303626.844,253682.625,210628.813,181900.453,130195.938,91910.531,54880.219,39267.797,24781.26,14053.48,7169.196,0,0,,,,,
0,144396.469,259282.578,195598.719,284503.563,241267.266,208054.713,180924.149,154234.196,51668.031,49608.223,42191.309,29881.959,17740.15,31397.039,12917.29,32276.25,13155.646,29190.629,12864.521,29113.68,9380.761,10011.545,23821.137,27475.031,37215.422,43885.113,37711.375,31201.748,21562.758,20662.475,13078.179,8888.134,45533.277,61608.961,130663.758,157874.875,368953.375,398144.406,535981.563,545252.813,487161.688,416957.094,340879.094,250445.969,182178.188,154001.688,119112.164,92635.57,54002.898,44836.004,27289.742,0,12737.957,39189.055,50430.383,56696.098,77674.445,102972.203,126587.172,157339.766,147444.281,157044.031,134074.578,121330.563,112492.164,88101.852,66656.266,51157.988,35887.82,28113.406,19920.354,13760.219,9690.967,7756.284,0,0,0,0,23121.051,80013.688,116878.836,136419.531,173428.516,195899.578,222992.906,227161.641,237558.375,209970.25,187754.359,155719.719,129813.984,103886.609,74989.336,57329.012,41689.746,28122.986,19799.545,15552.424,8291.18,,,,,
0,16613026,52532648,31618430,60832604,51723704,44693974,33668233.5,23071639,5955902.5,5571883,3733659,2358325.75,1420927.125,839737.688,572357.75,415486.063,357963.438,138807.172,173136.969,0,70389.906,1292553.5,2155061.75,2657916.25,3428207.75,3281082,2709301.75,1844225.75,1478307.75,682492,438848.094,305508.5,2519567.25,5070962.5,7657696,17523336,29992722,38936032,43954044,46302612,41614100,33361920,26811018,19222238,12403650,8606435,5711410,3247381.75,2046537.5,1184713.125,704453.75,4554.541,43379.598,88446.07,101343.578,107467.664,123132.148,133250.938,161246.922,151508.641,143630.578,114261.117,102153.078,85670.594,61327.281,38335.199,29884.318,17803.443,11853.115,8285.84,0,0,0,0,0,3528.479,0,0,117285.992,339179,390049.688,419564.656,447575.188,438105.875,430138.594,405474.438,364625.563,329062.031,264501.625,217234.625,156841.234,115001.078,67134.945,42207.449,26704.754,14261.598,9288.093,0,0,,,,,
0,693422.5,927614.438,798820.5,928601.125,750283.813,670875.149,568426.453,452668.032,135575.594,166405.688,125511.984,75587.648,60224.723,28268.512,26063.311,23602.982,15233.132,10821.457,0,0,0,32984.098,75480.18,111619.977,155751.281,136046.406,147094.359,145642.391,128996.875,92194.383,56294.207,40291.266,16728.82,29777.012,55124.469,107965.852,220592.297,310394.313,470037.969,575294.25,633140.813,596008.125,528373.313,456153.469,349135.969,284028.688,227941.891,157595.422,118651.969,82658.781,56797.109,0,17435.102,44586.176,50886.523,57052.914,64244.402,72602.664,81594.852,86429.273,77631.078,67351.727,58990.781,50481.617,37725.313,26495.789,16322.185,14590.659,7887.474,0,0,0,0,0,0,0,0,0,77297.297,153034.25,189005.5,220343.266,217005.016,215039,212315.031,195575.047,194355.313,163993.156,138316.156,116678.617,87051.023,56422,42088.246,22760.031,19401.104,11180.581,7798.787,0,0,,,,,
0,5155626,12459295,8807130,14049552,11366710,9297614.5,7136745.25,5239195.5,1152839.125,1192413.75,657683,534797.375,330730.688,192797.906,160061.422,119121.711,114254.844,76515.102,67160.43,33426.328,30958.236,66389.563,126047.023,191142.922,217362.313,254504.672,228174.875,127128.336,112574.984,91980.289,55312.762,46285.598,106220.547,194824.922,335680.875,649961,1153263.5,1664718.125,2026831.875,2243630.75,2207498,1865968.375,1607236.5,1173899.5,891086.125,649692.5,472950.125,301976.594,204255.891,117014.125,82049.688,0,24638.908,42969.066,51706.465,55675.309,59057.738,69500.078,81505.633,77974.367,77061.992,75556.195,60951.156,52116.168,40780.188,30414.875,22534.668,15351.347,11439.066,7039.718,0,0,0,0,0,0,0,0,86099.164,195814.344,251331.891,238955.25,255144.578,245928.219,252290.656,223197.359,210666.797,182846.547,169045.953,139773.516,104407.539,76754.375,49668.199,33139.84,24103.449,15554.448,8400.149,0,0,,,,,
0,7123689,10228332,9409503,9574574,6674683,4989383.813,3989490.438,2878902.188,980748.063,899082,784952.063,532358.25,374601.75,243593.703,189706.172,124819.461,125735.57,46766.379,62060.84,12382.938,35845.832,433467.063,820507.625,1196383.625,1698671,1731733.75,1327513.875,1364168.625,1123133.5,750013.063,487524.375,346791.094,735297.625,1377175.125,2029586.875,4979449.5,7734065.5,10577198,12002444,13357152,13496243,11522718,10235103,7773157,6357769,4895820.5,4038645.5,2758096,2043590.5,1294411,1045386.313,0,4402.989,11024.226,11651.442,13468.123,15472.153,18334.008,24069.148,21310.223,22001.26,24020.93,22242.471,20120.512,14623.587,9945.11,0,0,0,0,0,0,0,0,0,0,0,0,14026.479,38905.184,48431.535,66632.289,61859.676,69904.234,74317.828,83679.93,74156.516,58447.918,54584.551,40650.121,34947.699,28335.307,19353.248,12366.506,7277.666,7358.615,0,0,0,,,,,
