Group,POE10,POE12,POE11,POE13,POE14,POE15,POE16,POE17,POE18,POE19,POE20,POE21,POE22,POE23,POE24,POE25,POE26,POE27,POE28,POE29,POE30,POE12.ISOSORBITAN,POE13.ISOSORBITAN,POE14.ISOSORBITAN,POE15.ISOSORBITAN,POE16.ISOSORBITAN,POE17.ISOSORBITAN,POE18.ISOSORBITAN,POE19.ISOSORBITAN,POE20.ISOSORBITAN,POE21.ISOSORBITAN,POE22.ISOSORBITAN,POE18.SORBITAN,POE19.SORBITAN,POE20.SORBITAN,POE21.SORBITAN,POE22.SORBITAN,POE23.SORBITAN,POE24.SORBITAN,POE25.SORBITAN,POE26.SORBITAN,POE27.SORBITAN,POE28.SORBITAN,POE29.SORBITAN,POE30.SORBITAN,POE31.SORBITAN,POE32.SORBITAN,POE33.SORBITAN,POE34.SORBITAN,POE35.SORBITAN,POE36.SORBITAN,POE13.C16,POE14.C16,POE15.C16,POE16.C16,POE17.C16,POE18.C16,POE19.C16,POE20.C16,POE21.C16,POE22.C16,POE23.C16,POE24.C16,POE25.C16,POE26.C16,POE27.C16,POE28.C16,POE29.C16,POE30.C16,POE31.C16,POE32.C16,POE33.C16,POE34.C16,POE35.C16,POE36.C16,POE38.C16,POE37.C16,POE39.C16,POE14.C18,POE15.C18,POE16.C18,POE17.C18,POE18.C18,POE19.C18,POE20.C18,POE21.C18,POE22.C18,POE23.C18,POE24.C18,POE25.C18,POE26.C18,POE27.C18,POE28.C18,POE29.C18,POE30.C18,POE31.C18,POE32.C18,POE33.C18,POE34.C18,,,,,
0,314779.031,316141.375,318959.094,271735.719,183699.719,130873.029,89554.991,69831.6,14567.513,14114.781,14837.771,13291.738,11382.719,8276.458,9719.573,8493.106,8609.185,9845.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20275.314,12450.34,36323.762,28107.383,39212.82,28286.375,27090.373,18904.803,15054.502,12981.51,8111.028,0,0,0,0,0,8334.478,0,22335.436,32389.063,28697.74,36451.953,43918.344,40373.336,40237.77,43001.563,41764.82,32277.869,22593.521,14905.296,12424.197,0,0,0,0,0,0,0,0,0,0,0,34534.41,82946.43,97203.984,92962.008,98631.086,101461.898,95234.602,92608.875,94816.797,71136.164,61423.578,57771.742,40407.055,25101.957,17865.197,9575.164,0,0,0,0,0,,,,,
1,101055.906,115224.242,93310.078,107520.359,90370.492,68153.504,55439.094,40736.122,16537.348,19197.221,15024.465,11030.526,8650.323,9131.42,8338.325,7486.569,0,7580.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11902.481,12470.623,18003.535,17628.391,17498.584,13627.244,12208.374,0,0,0,0,0,0,0,0,0,23002.693,60523.211,60026.402,69167.344,69430.625,80616.992,94179.836,86990.891,84248.813,82645.969,65274.051,46979.32,36630.645,19004.525,0,10508.319,0,0,0,0,0,0,0,0,0,0,86240.07,227273.625,244555.813,260552.484,287048.125,260021.656,247526.328,266603.469,217786.672,173378.156,159082.984,132816.016,89493.586,69693.531,37475.387,28698.357,13814.365,7990.512,0,0,0,,,,,
0,3917505.5,14119612,8141252.5,17600820,15265893,12827824.25,9493173.75,6796061.5,1714636.125,1349110,872588.188,517926.156,345952.531,223210.641,145262.063,100376.969,87014.672,60386.063,44431.602,20473.154,20372.34,63938.227,131260.891,193510.313,256779.719,244488.875,220010.125,157437.328,144118.781,101811.203,63349.824,43069.141,51437.016,81205.609,157942.672,310161.094,576015.75,851379.625,1165552,1460967.5,1697685.75,1591503.625,1437528.125,1182099.875,1005710.688,813497,676220.938,488168.906,371336.688,238440.078,184322.344,0,4140.771,16989.146,15812.685,25962.352,28352.111,33933.492,44115.004,44230.969,44293.516,45890.684,40272.066,34631.77,29484.373,22519.922,15304.443,12105.426,7069.929,0,0,0,0,0,0,0,0,0,20349.953,59982.09,79429.875,91915.25,99759.195,104657.211,107063.719,108355.078,97036.883,84971.484,79970.906,64182.809,46745.258,37905.531,25571.064,17399.779,9823.86,0,0,0,0,,,,,
0,730835.313,2071905.25,1348283.375,2223008.75,1746429.875,1368264.188,991016,636625.922,199467.766,145999.906,111353.797,90460.188,71075.07,66134.07,58575.949,39503.848,66859.805,0,56634.84,0,37716.84,116221.516,179027.516,215906.203,229003.984,209102.516,164929.109,97364.852,63588.934,35480.168,19880.645,10145.077,526583.938,884341.188,1169598.625,2151238.25,3143459.25,4000796.5,3691910,3552702.5,3068509.75,2155083.75,1477590.875,980280.125,617750.813,382149.563,251046.125,139324.219,75573.891,39770.242,22840.473,4714.631,34771.656,87688.883,94884.367,97017.25,122173.398,126493.313,145495.516,146113.578,143947.938,130808.883,107337.156,92024.07,65378.629,49668.418,30506.01,21617.582,15341.415,10869.131,8238.372,0,0,0,0,0,0,0,160419.891,389646.906,427627.094,484807.688,514316.469,467964.188,465705.313,445353.188,387649.906,346037.063,301214.406,229273.781,169430.469,128066.766,77336.734,47970.25,31729.014,22946.945,14394.531,9197.85,0,,,,,
0,621303.188,1814461,1253967.625,2131429.75,1654949.625,1221969.828,925216.329,631807.781,198407.969,154985.125,106705.68,92301.664,72631.016,60309.715,67069.102,45046.629,71260.555,20374.688,48995.805,0,40250.059,115692.008,183182,208069.078,221344.328,225828.844,153514.594,82360.875,64008.785,30785.121,12611.152,10595.95,540575.438,843237.875,1117850.625,1997727.625,3127334,3755918.25,3680381,3480802.5,2851907.25,1941279.25,1473398.5,938241.375,565415.625,326803.313,227225.469,130217.367,72617.508,38533.711,20257.811,0,5147.125,18287.676,27852.168,28715.824,32151.178,33982.711,41125.125,47820,42555.531,38382.023,29222.777,23475.783,19997.469,15553.465,9910.564,7453.535,7254.342,0,0,0,0,0,0,0,0,0,22532.117,52295.855,85743.047,99481.945,106942.141,108358.039,113633.648,106915.125,99340.063,85472.203,76874.102,67532.492,47253.445,36370.723,25167.299,18132.15,7995.231,9465.521,8524.016,0,0,,,,,
0,941301.625,3247887,1860239.5,4023306.25,3548186.75,2720441.156,2233853.469,1506622.844,489218.156,484073.719,264653.938,149684.547,81540.648,44969.563,32612.516,21483.912,20985.002,14048.541,8240.147,0,0,0,9952.404,11616.792,14708.022,10488.92,11309.297,9277.755,10381.003,0,0,0,0,7442.578,15496.08,30749.711,65385.645,109197.938,144577.641,144411.078,150277.391,125709.063,114463.969,75997.992,55079.484,46711.637,30202.473,19141.146,12363.507,7955.673,0,0,1713.221,0,7357.533,8370.354,8029.763,10270.075,13760.502,13317.17,13221.058,11783.522,11289.896,7463.13,7212.01,0,0,0,0,0,0,0,0,0,0,0,0,0,7110.007,17871.945,27286.824,34214.398,39559.691,38960.449,41042.109,40892.355,37203.68,31342.469,26203.758,21265.801,15519.2,11206.23,7223.375,0,0,0,0,0,0,,,,,
0,2008715.5,3002832,2505926,2986139.75,2207178,1660992.547,1143007.922,796578.313,199603.109,187096.219,135778.375,107827.82,104247.609,99898.633,93972.602,104995.281,111093.148,69110.32,86342.461,23749.584,74541.695,111599.039,225789.766,273633.094,340575.625,240532.5,208316.688,121171.484,97507.156,59537.008,34758.063,26525.563,540660.75,928257.875,1366966.375,2785772.25,4231670.5,5880138.5,6176886,6534088,6226194.5,4557030.5,3571208.5,2200496.25,1612433.75,1029462.438,716730.5,430881.375,303907.313,182067.703,118688.641,5136.753,59293.352,209406.969,380054.75,638156.125,846341.063,1534375.75,2455696.75,3158599,4041630.25,5395677,5994745.5,6102645.5,6264799,5953048.5,5636287,4622587,3553828,1612324.375,1703373.625,2810991.5,2361970.75,1741534.875,1287226.875,348726.531,849972.563,500042.594,165635.406,571069.813,835365.625,1199723.25,1522052.125,2311904.75,2789244.75,4191259,4574131,5124912,5919768,6670752.5,6349562,6537934.5,4949272.5,4610437,3859556.25,3725665,3165917.5,2462902.5,2272185,,,,,
0,403764.625,1755349.875,896081,2504288,2323130.5,2122629.844,1752707.969,1371604.094,483854.188,365666.281,238249.5,193720.219,113420.07,64968.348,57466,44584.789,27001.27,17082.98,25517.816,0,12340.737,146492.406,270022.125,377873.594,497056.938,486498.938,464827.563,365793.219,266266.844,188570.766,110299.297,83462.328,162049.453,321311.25,506776.656,1317318.75,2306375.75,3545795.75,4413610,5610212,5950596.5,5155904,4494443.5,3280910.5,2661974.25,1959462.25,1487071.75,951266.313,621376.375,393560.969,254285.75,0,2046.618,0,0,8363.649,10296.83,12335.588,13844.526,17058.131,16047.851,16685.332,14685.744,12568.459,10318.38,7241.446,0,0,0,0,0,0,0,0,0,0,0,0,7470.978,19027.475,23909.904,32932.863,35184.125,39112.992,43690.242,45872.609,46026.18,37077.313,29668.643,27957.359,21326.445,14750.804,9372.178,7945.351,0,0,0,0,0,,,,,
0,837985.313,1740831.75,1211604.25,2038777.25,1686123.875,1376876.422,1033015.188,701865.047,193566.063,160954.453,101628.664,62497.875,44540.23,32439.65,23003.061,21401.217,19003.914,16666.563,15670.557,12019.778,11052.211,7073.423,13937.315,19164.945,26474.461,27107.564,26497.754,15505.243,14076.975,10210.143,0,0,7196.278,0,16104.814,26478.338,64610.137,86098.531,115376.672,136397.906,148534.063,134934.969,117096.539,89367.672,70146.094,57332.969,42225.176,28757.547,17803.648,16605.586,8141.381,0,7263.991,25916.898,38429.941,51266.078,45727.855,72441.781,104747.219,116390.211,122160.813,123952.07,95027.031,74845.336,57396.008,40175.035,27196.012,16880.355,0,0,0,0,0,0,0,0,0,0,42675.059,64231.91,147586.484,177102.406,208235.609,250533.734,268068.875,319708.188,288571.656,238958.563,201185.281,167557.688,115993.898,80154.984,48744.344,29463.68,18989.348,10128.96,0,0,0,,,,,
0,443294.219,1276734.625,682627.375,2196609,2611320.75,3274558.938,3819755.313,3987016.125,1673114.75,2083153.5,2022421.625,1812266.75,1498715,1284622,1052608.125,829349.875,577901.875,349908.844,189522.328,95467.953,65522.238,23631.639,43438.203,64964.516,96967.633,78801.219,95151.891,54772.66,65877.648,44356.43,25186.443,18255.375,15636.944,32396.564,48923.16,107816.563,192402.406,250515.609,333977.313,404390.5,429761.656,440896.469,376803.063,318670.25,279779.188,214656.547,172804.375,130057.094,108164.078,76160.344,59399.879,0,2641.626,0,8115.216,11828.467,13367.099,17990.184,23770.068,25004.629,25380.834,25623.76,19797.068,15590.68,10355.875,7003.838,0,0,0,0,0,0,0,0,0,0,0,0,0,24872.645,25596.055,33878.414,45588.547,50638.844,60400.246,64117.309,57787.375,53664.711,46469.793,33764.293,25112.516,17399.289,9657.238,7027.05,0,0,0,0,0,,,,,
0,719295.25,2768560.25,1496331.875,4050059.25,4110392.75,3809099.438,3477479.625,2770161.625,932496.688,638362.813,593769.313,393150.031,234014.016,112826.617,83204.258,63502.746,44706.453,32912.418,29445.623,15372.564,17432.852,359853.531,740592.25,1065207,1349887.375,1507104.25,1632850.5,1051803.125,752456.125,562642.313,318951.156,212026.828,146147.406,330611.688,612380.688,1047795.063,2004368.25,3487919.75,4157074.25,5156765.5,5387622.5,4886540,4287894.5,3346743.5,2631630.5,2006739.375,1616103,1066123.625,759139.188,469479.813,333760.969,0,3876.82,10009.042,12602.423,13081.491,15536.242,17456.197,18181.729,14080.543,18741.479,18174.588,15976.229,11189.751,8494.185,0,0,0,0,0,0,0,0,0,0,0,0,0,12963.501,37052.996,45533.871,54153.969,52968.48,53300.395,55515.734,60308.598,55548.199,47876.945,41892.469,32698.637,25261.729,20166.783,12521.935,9461.774,0,0,0,0,0,,,,,
1,3342536.25,11348384,6520847,14190697,12177213,9640272.75,6890903.375,4530340.5,1153385.25,794232.063,502046.906,292378.25,168813.094,110036.688,69076.992,54370.078,46931,34451.914,41815.938,7869.464,29814.928,179883.234,346244.531,430512.844,517080.094,433067.438,373012.844,240353.063,218685.844,132091.453,93193.844,61534.469,100691.836,181050.047,260593.281,614283.563,997385.063,1499361.875,1883737.875,2352326,2412993.25,2272590,1966159.75,1444739.125,1259751.25,1013292.313,841413.563,635627.938,504682.219,354903.625,281958.563,0,2452.688,29786.396,39812.09,59289.141,33907.234,87093.844,118751.781,121080.43,129347.406,133488.797,119405.609,96311.219,78278.32,56597.73,29379.457,33176.238,0,10454.869,0,0,8902.266,0,0,0,0,0,14905.727,97186.383,141101.125,200033.328,221991.859,261968.797,291088.031,334576.688,318382.25,296389.031,262207.719,226401.125,179360.656,140681.922,98689.578,73451.398,47672.094,44239.129,32667.275,19542.379,19874.482,,,,,
0,834693,1238943.625,912902.875,1678262.75,1883014.375,2146465.563,2323683.781,2476558.75,854915.438,960178.938,995400.688,866033.813,773854.063,663082.688,525929.25,407781.531,307101.969,175096.484,92339.523,43459.328,55681.59,40100.391,128096.492,221817.25,437017.656,539765.063,648329.875,632026.125,763470.938,668332.938,562856,544119.375,27572.266,24524.391,69286.539,90958.133,212366.109,249619.297,369198.344,412899.094,496119.719,533145.5,558909.125,536690.188,581977.563,604085.125,633049.813,602462.688,587715.375,530172.313,538319,0,1874.283,0,7652.074,7752.457,0,0,8840.472,9047.397,9594.52,0,10470.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7393.521,18730.924,22938.719,26939.402,28946.975,23080.744,26411.26,25353.992,22892.396,21843.262,18050.082,12586.188,9890.658,9139.884,0,0,0,0,0,0,0,,,,,
1,10120199,8986562,10965895,5673905.5,2480490.5,1224771.876,570064.047,282399.406,80032.547,58733.949,41180.301,36590.926,32435.807,34506.602,34272.777,34950.512,36150.48,39996.391,37901.363,33708.871,35187.285,8910.486,20888.533,23634.006,32129.867,24895.867,23227.064,13934.762,8451.786,0,0,0,25952.686,37274.23,71169.922,145302.75,267154.406,361555.813,435482.25,459836.531,436431.969,377838.469,295696.406,187132.656,134604.969,82750.711,50300.59,25695.07,17460.633,8809.749,0,0,6665.932,16532.689,20405.918,28841.879,31034.545,45385.652,53752.316,60567.648,59355.145,52974.902,50909.152,44892.551,36274.848,14426.203,19834.842,11463.75,0,0,0,0,0,0,0,0,0,0,12666.966,35893.848,46167.465,51376.957,58959.238,58288.156,56744.707,56844.805,56990.273,42369.93,36554,29806.504,25906.787,16690.072,7935.051,7267.854,0,0,0,0,0,,,,,
1,2114240.25,8951076,4888505,11705466,10048902,8412316.875,6340486.625,4215282.125,1178282.5,856150.125,594666,343032.906,230853.969,151312.125,120486.055,92777.586,74590.125,51299.945,39489.852,29158.902,18190.084,0,12039.468,13812.52,17493.191,13281.757,15994.318,9484.206,0,0,0,0,9667.871,0,26513.908,32247.854,89295.242,80580.906,127665.695,116953.43,127803.633,102246.609,88217.047,55164.578,45106.715,32327.117,24809.02,14757.846,10813.225,7664.193,0,0,9765.811,28611.342,41134.84,49454.762,54704.445,74620.125,92457.25,102848.68,108790.664,103665.203,90944.875,73539.867,52231.359,40493.867,27187.637,13116.139,7534.329,0,0,0,0,0,0,0,0,0,53529.969,154030.328,197639.875,235254.203,274380.031,278497.5,312678.469,351480.219,322175.5,252426.938,224354.391,191760.969,130598.305,95034.781,57878.148,33391.586,19799.781,15561.651,7393.279,0,0,,,,,
0,290034.063,573074,415999.406,655950.563,566108.563,518169.258,410796.262,310362.618,86548.461,82698.156,57779.27,46674.691,44336.719,41246.316,44060.125,53252.902,55656.496,53240.012,57686.465,40460.734,41169.969,24418.75,52012.344,63844.156,90100.242,93951.391,78655.867,50431.809,50757.355,29974.133,18803.021,13865.789,23057.014,42941.352,98432.016,208423.953,404050.719,584773.938,758371.75,941081.188,1045967.5,958336.438,846725.938,660802.5,513500.625,364177.688,299878.469,184935.016,137590.531,92093.539,56821.215,0,2389.017,0,0,7167.674,8690.402,10477.802,12277.038,9566.321,0,12354.732,8551.429,7579.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9319.544,17240.914,27254.311,25922.947,30022.295,27991.326,29211.945,28091.17,26098.527,24758.693,19172.512,15166.695,12391.129,9622.943,0,0,0,0,0,0,0,,,,,
0,28398104,52737468,37620820,55665540,45244104,37789790,29221768,21154917,6343101.5,4908602,3512776.25,2261673,1344601.125,715413.25,390603.281,209732.75,111535.164,56710.266,34368.992,17853.73,12031.701,12148.853,23044.658,32898.375,40221.684,28046.643,30026.143,19500.201,23751.15,9291.887,0,0,17811.623,33680.539,54279.02,110643.898,225002.859,311600.875,361097.063,406718.156,461320.281,353406.719,297989.906,227286.547,178076.516,126029.82,99791.242,59841.941,40114.078,24350.91,14355.48,1779.126,9678.729,26405.75,32032.344,36690.25,42314.02,59389.793,62470.996,59392.82,50772.828,61182.633,51480.668,45256.195,36521.863,26609.619,20600.74,16039.966,12910.959,0,0,0,0,0,0,0,0,0,48787.969,111037.602,122430.078,128830.836,146774.922,140288.578,131145.438,132377.672,124040.406,104661,96405.438,79838.555,61287.32,43774.43,31120.484,21178.684,11645.675,11030.746,0,0,0,,,,,
1,3703457.5,2260924.5,3270034,1556321.625,776318,487220.578,315873.633,221281.297,70365.156,51467.293,45735.676,25561.881,23164.748,21065.365,13232.433,11182.603,11345.622,0,0,0,0,15189.632,35764.34,43620.359,56599.121,61806.207,57718.656,48557.289,33770.047,25154.934,14052.574,10253.32,29185.32,39010.113,63938.75,133274.25,230288.516,283233.406,374578.813,375761.469,355589.063,310724.469,258054.734,194112.203,146230.672,106462.531,93469.359,65376.996,45915.203,24391.996,17803.67,0,2178.827,9309.812,15989.307,17195.926,18646.209,23624.842,23938.686,27916.074,27715.318,22116.301,22685.754,14462.034,11703.172,8320.732,8787.818,0,0,0,0,0,0,0,0,0,0,0,48430.695,165150.813,239436.484,250054.828,280954.031,259731.188,224847.344,197092.094,157576.328,103354.148,81086.68,58883.875,39643.359,31362.467,15345.546,11269.004,9239.673,0,0,0,0,,,,,
0,4181950.75,6106283,5303858,5930834,4082210.25,2699340.156,1685655.281,905618.829,180705.875,109613.195,62113.566,31572.547,19563.914,11106.672,11595.814,0,9167.533,0,7220.999,0,0,255655.109,444781.375,448470.406,399218.688,282571.594,217196.406,123878.844,87697.938,43654.887,26273.408,18382.557,1935487.625,3137425.25,4786260,8421037,12151252,15257065,14888774,13316357,10891917,7731143,5151518.5,2764577.75,1775484,1004444.75,577922.688,301261.219,174974.953,86277.469,45566.77,0,1652.699,0,0,0,0,0,7158.941,7430.449,0,9180.508,7303.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14228.703,18429.768,21001.611,22604.922,17743.299,22339.984,20942.396,15026.78,15866.318,12942.345,10772.433,7917.214,0,0,0,0,0,0,0,0,,,,,
0,347619.344,959430.125,582200.75,1244390.875,1067988.25,864903.313,628667.133,418900.719,118939.938,93991.672,60306.75,43046.207,28002.57,20079.365,18145.877,14371.892,14494.83,0,11673.79,0,0,56288.609,102301.836,110741.727,125264.164,91098.742,68813.336,43394.633,34439.398,16526.975,11788.053,7209.508,305167.594,488968.188,718204.875,1270176.25,1979684.25,2368166,2243145.25,2303959,1945673.125,1461027.75,1040573.125,620454,411815.906,246936.172,162294.344,92082.055,56300.676,31514.029,17663.893,0,7856.958,18255.771,20173.264,24877.166,25842.131,27495.764,32562.406,33229.281,33862.621,33751.457,27930.623,19625.287,16486.324,10376.82,8047.749,0,0,0,0,0,0,0,0,0,0,0,40389.535,85716.891,104963.156,113298.047,121164.195,121084.297,112368.367,119544.148,108123.891,89241.352,83813.625,63410.793,46286.602,35141.434,17956.799,12154.294,0,0,0,0,0,,,,,
0,58869868,99492640,87728768,99952952,88840328,94792520,79144526,56498982,15468692,10405080,5648300,3020038,1355217.125,631711.813,294636.281,127621.328,73276.219,9633.407,16864.752,0,9139.81,183625.766,261743.297,277041.969,253138.063,201605.875,150559.75,79413.641,71428.648,36601.43,25473.357,22640.762,1247197.875,2229908.5,2807891.25,6338577.5,9097843,10384701,10675133,9565574,7716272.5,4926260,3428549.5,1849330.5,1194870.375,646538.563,405610.781,200410.531,119518.578,52584.211,34524,1605.161,12342.654,31287.084,42042.883,43494.301,55980.398,61433.676,70697.859,83466.266,78325.727,80610.938,70358.07,64709.742,52661.871,40382.063,28654.992,21516.424,14484.061,10965.63,8007.244,0,0,0,0,0,0,0,53501.008,132310.625,189605.828,170423.953,201324.078,190311.438,229822.844,217399.984,209720.953,180342.969,167583.953,143586.484,108509.102,90152.523,63283.625,41276.09,27039.934,19509.768,13086.118,9929.132,0,,,,,
0,417229.313,1011205.313,696568.375,1237463.375,1116103.375,911608.141,761220.016,544885.344,199238.688,156414.859,114768.07,81897.844,62226.805,44657.484,33942.547,40879.629,49801.133,45908.832,55953.57,38901.191,45674.004,111590.938,217369.188,274326.906,379067.5,361734,327826.563,275964.313,241963.5,119590.227,81640.305,57908.449,135625.172,297116.781,384073.719,931695.625,1626233.375,2131874,2491576.5,2854348.5,2970876,2525078,2106054.25,1564028.625,1175332.25,843465.875,687865.063,468429.813,276264.375,171606.063,105554.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9963.28,9531.999,10002.939,11777.759,12623.143,13169.651,13054.803,12467.364,10927.895,11396.171,7226.453,0,0,0,0,0,0,0,0,0,,,,,
0,640288.375,2358453.5,1287960.75,3173626.75,2965933.75,2755053.469,2436704,1953243.5,545920,578673.813,476594.406,338540.25,226824.422,170090.891,106656.898,66524.359,64744.234,23212.619,19005.684,0,15488.943,403218.125,776629.938,1306217,1719195.5,1921293.25,1697756.125,1475012.75,1535883,946701.375,706514.438,446039.094,348438.125,811708.813,1198304.875,2893123.75,4985011.5,7005771,8485344,10353939,9806214,9614363,8639850,7116804,5628691.5,4357353,3811103.5,2629166.25,1956499.375,1366029.5,1009863.813,2672.582,24019.053,58734.254,73642.641,75745.758,98204.25,121392.844,144558.813,165666.391,170055.188,169906.406,156469.313,141458.891,128372.5,111658.695,92937.984,66051.063,55490.453,42813.355,29045.703,23634.621,17377.748,10728.426,0,3472.862,5130.758,0,88599.063,217152.641,312779.875,369081.188,359387.656,418941.313,474985.563,505166.688,483068.25,462302.594,455735.938,394184.781,340440.219,285685,219902.703,171397.047,128841.039,93265.352,65344.719,48884.945,31219.248,,,,,
0,22908222,84211008,51623096,99829776,96389696,94065995,75391633,55327315,14154052,11513148,8038399,4377457,2421391.5,1201210.375,583794.563,306117.188,142855.656,58596.188,25482.324,9314.434,7926.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17366,15718.753,27749.223,0,29007.279,0,18087.525,0,8419.686,0,0,0,0,0,0,0,13535.64,51121.012,59606.531,75376.219,88475.008,114614.523,143528.188,160287.922,161870.047,158143.281,130714.711,98928.203,78930.969,50953.898,30347.756,0,10972.825,0,0,0,0,0,0,0,0,0,47597.703,143284.563,187717.141,230560.625,267871.938,267070.875,289337.906,336629.781,320079.219,267912.125,240456.734,191039.031,131712.031,96550.539,49364.887,31006.738,17196.732,10419.476,0,0,0,,,,,
0,28626868,19737996,23922350,12237521,5587647,2572486.656,1183161.954,574671.375,115090.266,88729.5,62226.289,42605.422,42080.238,43816.988,45568.449,53291.973,66679.273,71863.414,86247.953,88260.672,110450.578,0,7756.545,0,7904.487,0,0,0,0,0,0,0,139490.031,171659.141,118749.078,221182.031,268902.969,227472.156,203858.906,163600.813,124240.102,80372.891,60889.477,36829.617,24492.822,19313.283,12576.924,7237.431,0,0,0,2870.5,27290.15,88783.594,110158.648,172656.359,171531.938,265609.375,377808.531,418025.969,465883.406,449932.688,400052.094,290649.25,229249.047,166782.094,111146.375,65293.672,19715.809,15411.089,17396.125,11649.756,0,0,0,0,0,0,137560.969,428331.813,552709.938,666621.438,811234.75,855492,999553.313,1137970.75,1084553.75,913084.625,844507.688,698640.813,494482.656,354329.313,190844.047,126607.414,72455.922,47887.098,30611.73,16312.339,7264.356,,,,,
1,489835.531,1125059.75,813910.938,1241493.75,971579.875,748713.001,598670.836,472969.891,160355.891,114510.984,71997.891,52638.313,32852.5,16691.32,9339.998,10819.012,9576.998,7163.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11587.171,14155.535,16306.211,16983.598,16860.381,11389.32,11165.989,7840.767,0,0,0,0,0,0,0,3364.599,28987.543,56735.539,70148.258,73445.242,87513.531,131751.234,150662.063,158435.109,138322.516,120846.531,99722.414,91319.609,68142.016,49373.285,36862.844,20223.029,11739.172,8060.169,0,0,0,0,0,0,0,0,105434.852,223068.203,292648.5,313323.156,395942.188,363552.813,405605.125,351749.5,352473.25,292884,238541.438,195349.094,149309.5,110073.57,58137.824,40498.047,21145.117,15242.767,9576.232,0,0,,,,,
0,1251596.875,2045102.625,1709236,2019794.875,1458692.25,976206.375,652251.415,385501.414,79122.625,56946.613,35237.297,19177.051,12952.301,10520.527,9848.848,7346.018,8151.217,0,0,0,0,55579.398,97175.5,90876.328,97308.438,69024.508,60836.02,30096.406,23600.449,13746.761,9080.795,7257.395,52689.391,75479.078,172274.219,340590.094,686024.563,979224.25,1317580.375,1520299.625,1771055.25,1609074.5,1390859.75,1027738,823822.25,618311.938,480149.156,319955.938,224465.469,132955.531,86697.734,0,0,11020.951,24794.488,41137.98,37410.887,59640.551,79078.891,82018.211,88245.438,83858.336,71973.578,58019.477,41660.605,31723.779,19981.441,0,0,7876.589,0,0,0,0,0,0,0,0,28067.982,81520.414,91175.508,125882.031,143818.953,174404.359,188360.719,220220.609,203940.359,176209.281,159961.203,125858.469,91819.461,68909.531,40757.055,28154.377,21634.811,19595.225,11411.507,9246.267,0,,,,,
0,1243830.75,3132987,2009693.25,3981369,3493642.25,3260806.906,2527641.125,1887792.344,522864.406,442264.156,321616.531,218815.984,131556,89554.383,63528.508,49709.82,45182.418,27412.578,32256.529,0,19245.994,129048.164,262934.938,360315.25,539391.625,537016.938,491419.125,359041.469,324562.813,232785.813,160284.734,109482.75,68531.813,117061.688,182781,412017.406,851912.438,1326908.125,1829512.875,2382518.5,2828285.5,2803127,2489385,2069739,1707087.375,1381430.25,1091787.25,751743.563,554698.438,363262.844,275720.469,0,0,0,7247.908,12564.476,0,17097.475,23501.98,23124.598,24523.771,22841.271,21850.613,13904.033,10108.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21576.355,25946.564,34074.32,36566.793,38819.699,40414.938,44514.973,48135.391,34984.492,20525.729,23346.201,19489.395,11258.614,0,0,0,0,0,0,0,,,,,
0,328169.563,275369.625,321659.063,216450.109,153183.156,110283.186,85737.202,58403.778,26645.775,21950.613,19544.219,19822.064,16845.088,14574.994,13739.612,12396.266,11194.272,9603.473,7250.419,0,0,0,0,27880.629,0,0,0,0,0,0,0,0,13129.418,21498.973,34660.848,70335.555,107439.086,130008.031,122613.844,131346.719,105599.813,74085.859,54390.707,37620.461,23602.586,13917.008,0,0,0,0,0,9200.992,28824.961,57753.719,64048.563,67802.305,78737.656,81237.938,97481.508,102732.664,90793.32,85365.219,74166.07,64544.621,55933.285,40333.723,31185.061,19475.807,13475.274,7830.874,0,0,0,0,0,0,0,0,119537.867,236101.984,304167.844,343230.313,360041.594,322791.281,340352.313,310732.094,296798.75,246143.156,202801.422,172564.641,123047.57,95784.445,58048.594,42748.891,27841.826,14832.708,9078.955,0,0,,,,,
0,343281.219,383772.5,408151.438,324884.375,210364.859,143727.041,106552.4,84433.201,32580.564,23483.725,14504.14,16260.427,14776.741,9630.424,9886.709,7039.507,8923.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10466.017,31016.438,35977.688,55223.367,60870.32,65775.234,57436.48,48104.629,35520.605,26761.768,18540.086,13281.001,9679.562,0,0,0,5504.483,23613.441,53824.762,53779,66659.828,69088.82,89416.398,91648.289,101290.883,88342.297,86010.766,69425.633,61881.957,45662.32,29354.857,22813.967,14001.466,10103.466,0,0,0,0,0,0,0,0,0,79176.539,213548.406,266318.75,263024.688,266786.688,262252.094,254804.406,252818.734,227980.438,195229.578,169451.781,147601.828,111797.32,67325.203,40227.586,30640.234,16066.446,9872.537,0,0,0,,,,,
