,MW_score,MW_rank,Effect,Effect_rank,L1_coef,L1_rank,RF,RF_rank,MI,MI_rank,Avg_rank
POE14,1.9291549251348934,4.0,0.25574712643678166,3.0,0.9926856665521478,7.0,0.027845193768221633,1.0,0.03550932359163039,9.0,4.6
POE35.SORBITAN,1.5454671455737128,11.0,0.219971264367816,11.0,0.8028582855318376,14.0,0.014257087263424536,23.0,0.024412668367711943,17.0,14.0
POE31.C18,2.2313127756302062,1.0,0.2479885057471265,5.0,0.35004011994451545,27.0,0.02351894270694691,9.0,0.0023825786641773483,56.0,15.666666666666666
POE15,1.992539126621655,3.0,0.26091954022988495,1.0,0.0,56.0,0.02079006900899043,14.0,0.03203082855417416,13.0,15.866666666666667
POE17,1.663102388595218,7.0,0.23304597701149432,7.0,0.0,56.0,0.024296893416534755,6.0,0.0794701654908867,3.0,16.133333333333333
POE25.C18,1.4749436922998505,16.0,0.21580459770114935,13.0,1.1107390651101583,3.0,0.00946847912513088,45.0,0.019556191575230475,25.0,17.666666666666668
POE12,1.6469254655756924,8.0,0.23160919540229874,8.0,0.0,56.0,0.023610012673007334,8.0,0.02919630125488215,14.0,18.4
POE16,1.9256637716063756,5.0,0.2554597701149426,4.0,0.0,56.0,0.024301241844082905,5.0,0.009335800206651035,42.0,19.866666666666667
POE30.C18,2.112464536202411,2.0,0.2563218390804598,2.0,0.807351101897107,13.0,0.009496546997079842,43.0,0.0,81.0,20.2
POE13,1.6989680381476946,6.0,0.2362068965517241,6.0,0.0,56.0,0.015868557444676717,18.0,0.010975561345619944,40.0,22.133333333333333
POE24.SORBITAN,1.5017732416640166,13.0,0.21839080459770122,12.0,0.18492709447860964,42.0,0.0077386575448055404,59.0,0.022133771893389165,20.0,25.6
POE11,1.4106574694854468,22.0,0.20977011494252884,20.0,0.0,56.0,0.026513813640586924,2.0,0.021148394254951297,23.0,25.733333333333334
POE26.SORBITAN,1.44676995917967,19.0,0.2132183908045977,17.0,0.0,56.0,0.011917355316782499,34.0,0.04071559536229685,5.0,26.0
